"gender","fedchamb_flag","interject","n","date"
NA,1,0,6,2015-02-25
"female",0,0,37,2015-02-24
"female",0,1,13,2015-02-24
"male",0,0,137,2015-02-24
"male",0,1,56,2015-02-24
NA,0,0,90,2015-02-24
NA,0,1,27,2015-02-24
"female",0,0,47,2015-02-23
"female",0,1,3,2015-02-23
"female",1,0,28,2015-02-23
"female",1,1,1,2015-02-23
"male",0,0,148,2015-02-23
"male",0,1,12,2015-02-23
"male",1,0,53,2015-02-23
"male",1,1,2,2015-02-23
NA,0,0,41,2015-02-23
NA,0,1,8,2015-02-23
NA,1,0,11,2015-02-23
NA,1,1,1,2015-02-23
"female",0,0,42,2015-02-12
"female",0,1,5,2015-02-12
"female",1,0,15,2015-02-12
"male",0,0,115,2015-02-12
"male",0,1,38,2015-02-12
"male",1,0,23,2015-02-12
NA,0,0,88,2015-02-12
NA,0,1,26,2015-02-12
NA,1,0,6,2015-02-12
"female",0,0,40,2015-02-11
"female",0,1,9,2015-02-11
"female",1,0,6,2015-02-11
"male",0,0,119,2015-02-11
"male",0,1,40,2015-02-11
"male",1,0,19,2015-02-11
NA,0,0,78,2015-02-11
NA,0,1,13,2015-02-11
NA,1,0,7,2015-02-11
"female",0,0,33,2015-02-10
"female",0,1,12,2015-02-10
"male",0,0,154,2015-02-10
"male",0,1,42,2015-02-10
NA,0,0,110,2015-02-10
NA,0,1,19,2015-02-10
"female",0,0,67,2015-02-09
"female",0,1,4,2015-02-09
"female",1,0,29,2015-02-09
"female",1,1,1,2015-02-09
"male",0,0,281,2015-02-09
"male",0,1,20,2015-02-09
"male",1,0,48,2015-02-09
"male",1,1,6,2015-02-09
NA,0,0,78,2015-02-09
NA,0,1,8,2015-02-09
NA,1,0,12,2015-02-09
NA,1,1,4,2015-02-09
"female",0,0,39,2014-12-04
"female",0,1,16,2014-12-04
"female",1,0,14,2014-12-04
"male",0,0,161,2014-12-04
"male",0,1,66,2014-12-04
"male",1,0,24,2014-12-04
NA,0,0,131,2014-12-04
NA,0,1,39,2014-12-04
NA,1,0,4,2014-12-04
"female",0,0,35,2014-12-03
"female",0,1,19,2014-12-03
"female",1,0,11,2014-12-03
"male",0,0,174,2014-12-03
"male",0,1,35,2014-12-03
"male",1,0,30,2014-12-03
NA,0,0,105,2014-12-03
NA,0,1,24,2014-12-03
NA,1,0,9,2014-12-03
NA,1,1,1,2014-12-03
"female",0,0,44,2014-12-02
"female",0,1,37,2014-12-02
"male",0,0,150,2014-12-02
"male",0,1,54,2014-12-02
NA,0,0,125,2014-12-02
NA,0,1,32,2014-12-02
"female",0,0,32,2014-12-01
"female",0,1,26,2014-12-01
"female",1,0,39,2014-12-01
"female",1,1,3,2014-12-01
"male",0,0,161,2014-12-01
"male",0,1,30,2014-12-01
"male",1,0,61,2014-12-01
"male",1,1,5,2014-12-01
NA,0,0,77,2014-12-01
NA,0,1,16,2014-12-01
NA,1,0,21,2014-12-01
NA,1,1,2,2014-12-01
"female",0,0,30,2014-11-27
"female",0,1,21,2014-11-27
"female",1,0,16,2014-11-27
"female",1,1,2,2014-11-27
"male",0,0,151,2014-11-27
"male",0,1,67,2014-11-27
"male",1,0,20,2014-11-27
NA,0,0,142,2014-11-27
NA,0,1,27,2014-11-27
NA,1,0,15,2014-11-27
NA,1,1,1,2014-11-27
"female",0,0,32,2014-11-26
"female",0,1,21,2014-11-26
"female",1,0,7,2014-11-26
"male",0,0,229,2014-11-26
"male",0,1,51,2014-11-26
"male",1,0,16,2014-11-26
"male",1,1,1,2014-11-26
NA,0,0,151,2014-11-26
NA,0,1,32,2014-11-26
NA,1,0,8,2014-11-26
"female",0,0,51,2014-11-25
"female",0,1,16,2014-11-25
"male",0,0,170,2014-11-25
"male",0,1,76,2014-11-25
NA,0,0,157,2014-11-25
NA,0,1,34,2014-11-25
"female",0,0,51,2014-11-24
"female",0,1,7,2014-11-24
"female",1,0,30,2014-11-24
"female",1,1,4,2014-11-24
"male",0,0,257,2014-11-24
"male",0,1,35,2014-11-24
"male",1,0,47,2014-11-24
"male",1,1,6,2014-11-24
NA,0,0,104,2014-11-24
NA,0,1,23,2014-11-24
NA,1,0,12,2014-11-24
NA,1,1,4,2014-11-24
"male",0,0,3,2014-11-18
NA,0,0,7,2014-11-18
NA,0,1,4,2014-11-18
"male",0,0,2,2014-11-17
NA,0,0,9,2014-11-17
"male",0,0,3,2014-11-14
NA,0,0,6,2014-11-14
NA,0,1,1,2014-11-14
"female",0,0,29,2014-10-30
"female",0,1,11,2014-10-30
"female",1,0,11,2014-10-30
"male",0,0,145,2014-10-30
"male",0,1,31,2014-10-30
"male",1,0,20,2014-10-30
NA,0,0,70,2014-10-30
NA,0,1,29,2014-10-30
NA,1,0,3,2014-10-30
"female",0,0,43,2014-10-29
"female",0,1,16,2014-10-29
"female",1,0,12,2014-10-29
"female",1,1,1,2014-10-29
"male",0,0,162,2014-10-29
"male",0,1,90,2014-10-29
"male",1,0,14,2014-10-29
"male",1,1,1,2014-10-29
NA,0,0,102,2014-10-29
NA,0,1,19,2014-10-29
NA,1,0,3,2014-10-29
NA,1,1,3,2014-10-29
"female",0,0,67,2014-10-28
"female",0,1,13,2014-10-28
"male",0,0,206,2014-10-28
"male",0,1,71,2014-10-28
NA,0,0,119,2014-10-28
NA,0,1,24,2014-10-28
"female",0,0,44,2014-10-27
"female",0,1,4,2014-10-27
"female",1,0,24,2014-10-27
"male",0,0,186,2014-10-27
"male",0,1,47,2014-10-27
"male",1,0,62,2014-10-27
"male",1,1,5,2014-10-27
NA,0,0,78,2014-10-27
NA,0,1,9,2014-10-27
NA,1,0,9,2014-10-27
NA,1,1,3,2014-10-27
"female",0,0,46,2014-10-23
"female",0,1,21,2014-10-23
"female",1,0,11,2014-10-23
"male",0,0,105,2014-10-23
"male",0,1,41,2014-10-23
"male",1,0,20,2014-10-23
NA,0,0,76,2014-10-23
NA,0,1,14,2014-10-23
NA,1,0,4,2014-10-23
NA,1,1,1,2014-10-23
"female",0,0,31,2014-10-22
"female",0,1,25,2014-10-22
"female",1,0,6,2014-10-22
"male",0,0,189,2014-10-22
"male",0,1,48,2014-10-22
"male",1,0,16,2014-10-22
NA,0,0,106,2014-10-22
NA,0,1,20,2014-10-22
NA,1,0,3,2014-10-22
"female",0,0,3,2014-10-21
"male",0,0,17,2014-10-21
NA,0,0,6,2014-10-21
"female",0,0,56,2014-10-20
"female",0,1,10,2014-10-20
"female",1,0,34,2014-10-20
"male",0,0,190,2014-10-20
"male",0,1,53,2014-10-20
"male",1,0,47,2014-10-20
"male",1,1,1,2014-10-20
NA,0,0,76,2014-10-20
NA,0,1,12,2014-10-20
NA,1,0,13,2014-10-20
NA,1,1,1,2014-10-20
"female",0,0,39,2014-10-02
"female",0,1,12,2014-10-02
"female",1,0,13,2014-10-02
"male",0,0,156,2014-10-02
"male",0,1,59,2014-10-02
"male",1,0,20,2014-10-02
NA,0,0,81,2014-10-02
NA,0,1,11,2014-10-02
NA,1,0,7,2014-10-02
NA,1,1,1,2014-10-02
"female",0,0,46,2014-10-01
"female",0,1,12,2014-10-01
"female",1,0,6,2014-10-01
"male",0,0,168,2014-10-01
"male",0,1,62,2014-10-01
"male",1,0,21,2014-10-01
"male",1,1,1,2014-10-01
NA,0,0,79,2014-10-01
NA,0,1,29,2014-10-01
NA,1,0,13,2014-10-01
"female",0,0,44,2014-09-30
"female",0,1,10,2014-09-30
"male",0,0,155,2014-09-30
"male",0,1,66,2014-09-30
NA,0,0,92,2014-09-30
NA,0,1,9,2014-09-30
"female",0,0,34,2014-09-25
"female",0,1,13,2014-09-25
"female",1,0,13,2014-09-25
"female",1,1,1,2014-09-25
"male",0,0,141,2014-09-25
"male",0,1,34,2014-09-25
"male",1,0,18,2014-09-25
"male",1,1,3,2014-09-25
NA,0,0,82,2014-09-25
NA,0,1,12,2014-09-25
NA,1,0,8,2014-09-25
"female",0,0,29,2014-09-24
"female",0,1,8,2014-09-24
"female",1,0,6,2014-09-24
"male",0,0,187,2014-09-24
"male",0,1,53,2014-09-24
"male",1,0,16,2014-09-24
NA,0,0,96,2014-09-24
NA,0,1,27,2014-09-24
NA,1,0,8,2014-09-24
"female",0,0,44,2014-09-23
"female",0,1,18,2014-09-23
"male",0,0,134,2014-09-23
"male",0,1,48,2014-09-23
NA,0,0,84,2014-09-23
NA,0,1,14,2014-09-23
"female",0,0,40,2014-09-22
"female",0,1,10,2014-09-22
"female",1,0,48,2014-09-22
"female",1,1,4,2014-09-22
"male",0,0,166,2014-09-22
"male",0,1,26,2014-09-22
"male",1,0,50,2014-09-22
"male",1,1,2,2014-09-22
NA,0,0,69,2014-09-22
NA,0,1,16,2014-09-22
NA,1,0,18,2014-09-22
NA,1,1,2,2014-09-22
"female",0,0,41,2014-09-04
"female",0,1,35,2014-09-04
"female",1,0,10,2014-09-04
"male",0,0,158,2014-09-04
"male",0,1,61,2014-09-04
"male",1,0,28,2014-09-04
NA,0,0,105,2014-09-04
NA,0,1,30,2014-09-04
NA,1,0,7,2014-09-04
"female",0,0,37,2014-09-03
"female",0,1,13,2014-09-03
"female",1,0,6,2014-09-03
"male",0,0,148,2014-09-03
"male",0,1,48,2014-09-03
"male",1,0,26,2014-09-03
"male",1,1,1,2014-09-03
NA,0,0,66,2014-09-03
NA,0,1,21,2014-09-03
NA,1,0,5,2014-09-03
NA,1,1,2,2014-09-03
"female",0,0,36,2014-09-02
"female",0,1,13,2014-09-02
"male",0,0,125,2014-09-02
"male",0,1,70,2014-09-02
NA,0,0,90,2014-09-02
NA,0,1,13,2014-09-02
"female",0,0,33,2014-09-01
"female",0,1,15,2014-09-01
"female",1,0,30,2014-09-01
"female",1,1,2,2014-09-01
"male",0,0,139,2014-09-01
"male",0,1,58,2014-09-01
"male",1,0,57,2014-09-01
"male",1,1,2,2014-09-01
NA,0,0,140,2014-09-01
NA,0,1,13,2014-09-01
NA,1,0,33,2014-09-01
NA,1,1,3,2014-09-01
"female",0,0,35,2014-08-28
"female",0,1,14,2014-08-28
"female",1,0,13,2014-08-28
"male",0,0,118,2014-08-28
"male",0,1,52,2014-08-28
"male",1,0,15,2014-08-28
NA,0,0,91,2014-08-28
NA,0,1,15,2014-08-28
NA,1,0,8,2014-08-28
"female",0,0,35,2014-08-27
"female",0,1,14,2014-08-27
"female",1,0,21,2014-08-27
"male",0,0,151,2014-08-27
"male",0,1,50,2014-08-27
"male",1,0,20,2014-08-27
"male",1,1,1,2014-08-27
NA,0,0,102,2014-08-27
NA,0,1,26,2014-08-27
NA,1,0,11,2014-08-27
"female",0,0,42,2014-08-26
"female",0,1,19,2014-08-26
"male",0,0,179,2014-08-26
"male",0,1,30,2014-08-26
NA,0,0,72,2014-08-26
NA,0,1,16,2014-08-26
"female",0,0,59,2014-07-17
"female",0,1,46,2014-07-17
"female",1,0,11,2014-07-17
"male",0,0,175,2014-07-17
"male",0,1,61,2014-07-17
"male",1,0,17,2014-07-17
NA,0,0,142,2014-07-17
NA,0,1,21,2014-07-17
NA,1,0,6,2014-07-17
"female",0,0,38,2014-07-16
"female",0,1,16,2014-07-16
"female",1,0,9,2014-07-16
"male",0,0,135,2014-07-16
"male",0,1,45,2014-07-16
"male",1,0,28,2014-07-16
"male",1,1,1,2014-07-16
NA,0,0,98,2014-07-16
NA,0,1,25,2014-07-16
NA,1,0,19,2014-07-16
NA,1,1,1,2014-07-16
"female",0,0,42,2014-07-15
"female",0,1,29,2014-07-15
"male",0,0,137,2014-07-15
"male",0,1,51,2014-07-15
NA,0,0,91,2014-07-15
NA,0,1,27,2014-07-15
"female",0,0,60,2014-07-14
"female",0,1,13,2014-07-14
"female",1,0,30,2014-07-14
"male",0,0,206,2014-07-14
"male",0,1,64,2014-07-14
"male",1,0,51,2014-07-14
"male",1,1,2,2014-07-14
NA,0,0,91,2014-07-14
NA,0,1,14,2014-07-14
NA,1,0,17,2014-07-14
NA,1,1,1,2014-07-14
"male",0,0,2,2014-07-08
NA,0,0,8,2014-07-08
NA,0,1,2,2014-07-08
"female",0,0,42,2014-06-26
"female",0,1,27,2014-06-26
"female",1,0,10,2014-06-26
"male",0,0,133,2014-06-26
"male",0,1,91,2014-06-26
"male",1,0,22,2014-06-26
NA,0,0,126,2014-06-26
NA,0,1,16,2014-06-26
NA,1,0,7,2014-06-26
NA,1,1,1,2014-06-26
"female",0,0,29,2014-06-25
"female",0,1,26,2014-06-25
"female",1,0,4,2014-06-25
"male",0,0,158,2014-06-25
"male",0,1,103,2014-06-25
"male",1,0,17,2014-06-25
"male",1,1,10,2014-06-25
NA,0,0,128,2014-06-25
NA,0,1,35,2014-06-25
NA,1,0,15,2014-06-25
"female",0,0,31,2014-06-24
"female",0,1,16,2014-06-24
"male",0,0,159,2014-06-24
"male",0,1,70,2014-06-24
NA,0,0,122,2014-06-24
NA,0,1,25,2014-06-24
"female",0,0,45,2014-06-23
"female",0,1,26,2014-06-23
"female",1,0,34,2014-06-23
"female",1,1,2,2014-06-23
"male",0,0,194,2014-06-23
"male",0,1,56,2014-06-23
"male",1,0,63,2014-06-23
"male",1,1,7,2014-06-23
NA,0,0,140,2014-06-23
NA,0,1,15,2014-06-23
NA,1,0,31,2014-06-23
NA,1,1,12,2014-06-23
"female",0,0,22,2014-06-19
"female",0,1,11,2014-06-19
"female",1,0,9,2014-06-19
"female",1,1,2,2014-06-19
"male",0,0,160,2014-06-19
"male",0,1,75,2014-06-19
"male",1,0,74,2014-06-19
"male",1,1,11,2014-06-19
NA,0,0,112,2014-06-19
NA,0,1,26,2014-06-19
NA,1,0,17,2014-06-19
NA,1,1,12,2014-06-19
"female",0,0,33,2014-06-18
"female",0,1,15,2014-06-18
"female",1,0,28,2014-06-18
"female",1,1,27,2014-06-18
"male",0,0,142,2014-06-18
"male",0,1,39,2014-06-18
"male",1,0,127,2014-06-18
"male",1,1,23,2014-06-18
NA,0,0,83,2014-06-18
NA,0,1,17,2014-06-18
NA,1,0,34,2014-06-18
NA,1,1,20,2014-06-18
"female",0,0,37,2014-06-17
"female",0,1,7,2014-06-17
"female",1,0,33,2014-06-17
"female",1,1,19,2014-06-17
"male",0,0,139,2014-06-17
"male",0,1,63,2014-06-17
"male",1,0,115,2014-06-17
"male",1,1,41,2014-06-17
NA,0,0,98,2014-06-17
NA,0,1,19,2014-06-17
NA,1,0,53,2014-06-17
NA,1,1,27,2014-06-17
"female",0,0,45,2014-06-16
"female",0,1,5,2014-06-16
"female",1,0,42,2014-06-16
"female",1,1,4,2014-06-16
"male",0,0,189,2014-06-16
"male",0,1,68,2014-06-16
"male",1,0,89,2014-06-16
"male",1,1,18,2014-06-16
NA,0,0,90,2014-06-16
NA,0,1,17,2014-06-16
NA,1,0,36,2014-06-16
NA,1,1,15,2014-06-16
"female",0,0,32,2014-06-05
"female",0,1,16,2014-06-05
"female",1,0,20,2014-06-05
"female",1,1,11,2014-06-05
"male",0,0,136,2014-06-05
"male",0,1,57,2014-06-05
"male",1,0,84,2014-06-05
"male",1,1,20,2014-06-05
NA,0,0,109,2014-06-05
NA,0,1,19,2014-06-05
NA,1,0,19,2014-06-05
NA,1,1,9,2014-06-05
"female",0,0,28,2014-06-04
"female",0,1,16,2014-06-04
"female",1,0,13,2014-06-04
"female",1,1,4,2014-06-04
"male",0,0,136,2014-06-04
"male",0,1,60,2014-06-04
"male",1,0,21,2014-06-04
NA,0,0,125,2014-06-04
NA,0,1,18,2014-06-04
NA,1,0,10,2014-06-04
"female",0,0,45,2014-06-03
"female",0,1,14,2014-06-03
"female",1,0,10,2014-06-03
"male",0,0,114,2014-06-03
"male",0,1,33,2014-06-03
"male",1,0,17,2014-06-03
"male",1,1,1,2014-06-03
NA,0,0,78,2014-06-03
NA,0,1,24,2014-06-03
NA,1,0,8,2014-06-03
"female",0,0,47,2014-06-02
"female",0,1,19,2014-06-02
"female",1,0,42,2014-06-02
"female",1,1,4,2014-06-02
"male",0,0,135,2014-06-02
"male",0,1,28,2014-06-02
"male",1,0,59,2014-06-02
"male",1,1,4,2014-06-02
NA,0,0,50,2014-06-02
NA,0,1,7,2014-06-02
NA,1,0,10,2014-06-02
NA,1,1,6,2014-06-02
"female",0,0,48,2014-05-29
"female",0,1,33,2014-05-29
"female",1,0,8,2014-05-29
"female",1,1,1,2014-05-29
"male",0,0,122,2014-05-29
"male",0,1,60,2014-05-29
"male",1,0,22,2014-05-29
"male",1,1,2,2014-05-29
NA,0,0,120,2014-05-29
NA,0,1,21,2014-05-29
NA,1,0,3,2014-05-29
NA,1,1,2,2014-05-29
"female",0,0,58,2014-05-28
"female",0,1,47,2014-05-28
"female",1,0,13,2014-05-28
"male",0,0,173,2014-05-28
"male",0,1,87,2014-05-28
"male",1,0,32,2014-05-28
NA,0,0,127,2014-05-28
NA,0,1,26,2014-05-28
NA,1,0,11,2014-05-28
NA,1,1,4,2014-05-28
"female",0,0,28,2014-05-27
"female",0,1,21,2014-05-27
"female",1,0,12,2014-05-27
"male",0,0,153,2014-05-27
"male",0,1,77,2014-05-27
"male",1,0,19,2014-05-27
"male",1,1,2,2014-05-27
NA,0,0,100,2014-05-27
NA,0,1,20,2014-05-27
NA,1,0,6,2014-05-27
NA,1,1,2,2014-05-27
"female",0,0,44,2014-05-26
"female",0,1,23,2014-05-26
"female",1,0,41,2014-05-26
"female",1,1,14,2014-05-26
"male",0,0,173,2014-05-26
"male",0,1,67,2014-05-26
"male",1,0,68,2014-05-26
"male",1,1,2,2014-05-26
NA,0,0,130,2014-05-26
NA,0,1,24,2014-05-26
NA,1,0,24,2014-05-26
NA,1,1,4,2014-05-26
"female",0,0,28,2014-05-15
"female",0,1,12,2014-05-15
"female",1,0,18,2014-05-15
"male",0,0,122,2014-05-15
"male",0,1,30,2014-05-15
"male",1,0,23,2014-05-15
NA,0,0,63,2014-05-15
NA,0,1,10,2014-05-15
NA,1,0,6,2014-05-15
"female",0,0,35,2014-05-14
"female",0,1,11,2014-05-14
"female",1,0,4,2014-05-14
"male",0,0,150,2014-05-14
"male",0,1,35,2014-05-14
"male",1,0,21,2014-05-14
NA,0,0,74,2014-05-14
NA,0,1,19,2014-05-14
NA,1,0,9,2014-05-14
"female",0,0,34,2014-05-13
"female",0,1,5,2014-05-13
"male",0,0,146,2014-05-13
"male",0,1,21,2014-05-13
NA,0,0,97,2014-05-13
NA,0,1,18,2014-05-13
"female",0,0,25,2014-03-27
"female",0,1,3,2014-03-27
"female",1,0,15,2014-03-27
"male",0,0,131,2014-03-27
"male",0,1,62,2014-03-27
"male",1,0,33,2014-03-27
NA,0,0,110,2014-03-27
NA,0,1,18,2014-03-27
NA,1,0,13,2014-03-27
"female",0,0,49,2014-03-26
"female",0,1,19,2014-03-26
"female",1,0,7,2014-03-26
"male",0,0,195,2014-03-26
"male",0,1,129,2014-03-26
"male",1,0,17,2014-03-26
NA,0,0,167,2014-03-26
NA,0,1,36,2014-03-26
NA,1,0,8,2014-03-26
"female",0,0,39,2014-03-25
"female",0,1,16,2014-03-25
"male",0,0,142,2014-03-25
"male",0,1,59,2014-03-25
NA,0,0,86,2014-03-25
NA,0,1,13,2014-03-25
"female",0,0,46,2014-03-24
"female",0,1,16,2014-03-24
"female",1,0,30,2014-03-24
"female",1,1,3,2014-03-24
"male",0,0,188,2014-03-24
"male",0,1,93,2014-03-24
"male",1,0,53,2014-03-24
"male",1,1,3,2014-03-24
NA,0,0,81,2014-03-24
NA,0,1,9,2014-03-24
NA,1,0,17,2014-03-24
NA,1,1,5,2014-03-24
"female",0,0,25,2014-03-20
"female",0,1,18,2014-03-20
"female",1,0,8,2014-03-20
"male",0,0,154,2014-03-20
"male",0,1,89,2014-03-20
"male",1,0,23,2014-03-20
NA,0,0,126,2014-03-20
NA,0,1,21,2014-03-20
NA,1,0,6,2014-03-20
"female",0,0,51,2014-03-19
"female",0,1,13,2014-03-19
"female",1,0,5,2014-03-19
"male",0,0,183,2014-03-19
"male",0,1,74,2014-03-19
"male",1,0,26,2014-03-19
"male",1,1,1,2014-03-19
NA,0,0,147,2014-03-19
NA,0,1,30,2014-03-19
NA,1,0,8,2014-03-19
NA,1,1,2,2014-03-19
"female",0,0,52,2014-03-18
"female",0,1,20,2014-03-18
"male",0,0,167,2014-03-18
"male",0,1,84,2014-03-18
NA,0,0,121,2014-03-18
NA,0,1,20,2014-03-18
"female",0,0,37,2014-03-17
"female",0,1,4,2014-03-17
"female",1,0,43,2014-03-17
"female",1,1,13,2014-03-17
"male",0,0,149,2014-03-17
"male",0,1,22,2014-03-17
"male",1,0,45,2014-03-17
"male",1,1,10,2014-03-17
NA,0,0,63,2014-03-17
NA,0,1,9,2014-03-17
NA,1,0,9,2014-03-17
NA,1,1,13,2014-03-17
"female",0,0,19,2014-03-06
"female",0,1,14,2014-03-06
"female",1,0,10,2014-03-06
"male",0,0,191,2014-03-06
"male",0,1,68,2014-03-06
"male",1,0,18,2014-03-06
"male",1,1,1,2014-03-06
NA,0,0,116,2014-03-06
NA,0,1,29,2014-03-06
NA,1,0,7,2014-03-06
NA,1,1,1,2014-03-06
"female",0,0,35,2014-03-05
"female",0,1,12,2014-03-05
"female",1,0,7,2014-03-05
"male",0,0,144,2014-03-05
"male",0,1,42,2014-03-05
"male",1,0,12,2014-03-05
NA,0,0,96,2014-03-05
NA,0,1,9,2014-03-05
NA,1,0,4,2014-03-05
"female",0,0,32,2014-03-04
"female",0,1,16,2014-03-04
"male",0,0,150,2014-03-04
"male",0,1,68,2014-03-04
NA,0,0,102,2014-03-04
NA,0,1,15,2014-03-04
"female",0,0,40,2014-03-03
"female",0,1,7,2014-03-03
"female",1,0,29,2014-03-03
"female",1,1,1,2014-03-03
"male",0,0,128,2014-03-03
"male",0,1,56,2014-03-03
"male",1,0,50,2014-03-03
"male",1,1,2,2014-03-03
NA,0,0,79,2014-03-03
NA,0,1,18,2014-03-03
NA,1,0,16,2014-03-03
NA,1,1,3,2014-03-03
"female",0,0,42,2014-02-27
"female",0,1,27,2014-02-27
"female",1,0,19,2014-02-27
"male",0,0,113,2014-02-27
"male",0,1,74,2014-02-27
"male",1,0,28,2014-02-27
"male",1,1,1,2014-02-27
NA,0,0,120,2014-02-27
NA,0,1,20,2014-02-27
NA,1,0,9,2014-02-27
NA,1,1,3,2014-02-27
"female",0,0,40,2014-02-26
"female",0,1,19,2014-02-26
"female",1,0,13,2014-02-26
"male",0,0,155,2014-02-26
"male",0,1,61,2014-02-26
"male",1,0,14,2014-02-26
NA,0,0,118,2014-02-26
NA,0,1,34,2014-02-26
NA,1,0,8,2014-02-26
NA,1,1,1,2014-02-26
"female",0,0,42,2014-02-25
"female",0,1,7,2014-02-25
"male",0,0,138,2014-02-25
"male",0,1,40,2014-02-25
NA,0,0,48,2014-02-25
NA,0,1,11,2014-02-25
"female",0,0,30,2014-02-24
"female",0,1,8,2014-02-24
"female",1,0,32,2014-02-24
"female",1,1,3,2014-02-24
"male",0,0,112,2014-02-24
"male",0,1,42,2014-02-24
"male",1,0,43,2014-02-24
"male",1,1,1,2014-02-24
NA,0,0,59,2014-02-24
NA,0,1,9,2014-02-24
NA,1,0,11,2014-02-24
NA,1,1,1,2014-02-24
"female",0,0,42,2014-02-13
"female",0,1,10,2014-02-13
"female",1,0,14,2014-02-13
"female",1,1,2,2014-02-13
"male",0,0,125,2014-02-13
"male",0,1,60,2014-02-13
"male",1,0,20,2014-02-13
"male",1,1,8,2014-02-13
NA,0,0,84,2014-02-13
NA,0,1,14,2014-02-13
NA,1,0,11,2014-02-13
"female",0,0,21,2014-02-12
"female",0,1,6,2014-02-12
"female",1,0,7,2014-02-12
"female",1,1,1,2014-02-12
"male",0,0,114,2014-02-12
"male",0,1,27,2014-02-12
"male",1,0,17,2014-02-12
"male",1,1,1,2014-02-12
NA,0,0,86,2014-02-12
NA,0,1,10,2014-02-12
NA,1,0,7,2014-02-12
"female",0,0,35,2014-02-11
"female",0,1,4,2014-02-11
"male",0,0,133,2014-02-11
"male",0,1,20,2014-02-11
NA,0,0,65,2014-02-11
NA,0,1,9,2014-02-11
"female",0,0,11,2013-12-12
"female",0,1,14,2013-12-12
"female",1,0,11,2013-12-12
"male",0,0,184,2013-12-12
"male",0,1,55,2013-12-12
"male",1,0,22,2013-12-12
NA,0,0,153,2013-12-12
NA,0,1,25,2013-12-12
NA,1,0,10,2013-12-12
"female",0,0,30,2013-12-11
"female",0,1,13,2013-12-11
"female",1,0,10,2013-12-11
"male",0,0,186,2013-12-11
"male",0,1,95,2013-12-11
"male",1,0,14,2013-12-11
NA,0,0,166,2013-12-11
NA,0,1,40,2013-12-11
NA,1,0,8,2013-12-11
"female",0,0,23,2013-12-10
"female",0,1,10,2013-12-10
"male",0,0,178,2013-12-10
"male",0,1,76,2013-12-10
NA,0,0,133,2013-12-10
NA,0,1,23,2013-12-10
"female",0,0,39,2013-12-09
"female",0,1,16,2013-12-09
"female",1,0,32,2013-12-09
"female",1,1,2,2013-12-09
"male",0,0,164,2013-12-09
"male",0,1,68,2013-12-09
"male",1,0,42,2013-12-09
"male",1,1,5,2013-12-09
NA,0,0,126,2013-12-09
NA,0,1,20,2013-12-09
NA,1,0,15,2013-12-09
NA,1,1,4,2013-12-09
"female",0,0,32,2013-12-02
"female",0,1,16,2013-12-02
"female",1,0,16,2013-12-02
"female",1,1,4,2013-12-02
"male",0,0,123,2013-12-02
"male",0,1,41,2013-12-02
"male",1,0,45,2013-12-02
"male",1,1,3,2013-12-02
NA,0,0,92,2013-12-02
NA,0,1,25,2013-12-02
NA,1,0,18,2013-12-02
NA,1,1,7,2013-12-02
"female",0,0,36,2013-11-21
"female",0,1,8,2013-11-21
"female",1,0,14,2013-11-21
"male",0,0,154,2013-11-21
"male",0,1,87,2013-11-21
"male",1,0,17,2013-11-21
"male",1,1,1,2013-11-21
NA,0,0,154,2013-11-21
NA,0,1,20,2013-11-21
NA,1,0,8,2013-11-21
"female",0,0,40,2013-11-20
"female",0,1,17,2013-11-20
"female",1,0,3,2013-11-20
"male",0,0,154,2013-11-20
"male",0,1,91,2013-11-20
"male",1,0,17,2013-11-20
NA,0,0,115,2013-11-20
NA,0,1,15,2013-11-20
NA,1,0,6,2013-11-20
NA,1,1,2,2013-11-20
"female",0,0,34,2013-11-19
"female",0,1,9,2013-11-19
"male",0,0,84,2013-11-19
"male",0,1,37,2013-11-19
NA,0,0,46,2013-11-19
NA,0,1,12,2013-11-19
"female",0,0,28,2013-11-18
"female",0,1,6,2013-11-18
"female",1,0,18,2013-11-18
"female",1,1,3,2013-11-18
"male",0,0,126,2013-11-18
"male",0,1,42,2013-11-18
"male",1,0,34,2013-11-18
"male",1,1,3,2013-11-18
NA,0,0,79,2013-11-18
NA,0,1,10,2013-11-18
NA,1,0,20,2013-11-18
NA,1,1,2,2013-11-18
"female",0,0,16,2013-11-14
"female",0,1,5,2013-11-14
"male",0,0,92,2013-11-14
"male",0,1,24,2013-11-14
NA,0,0,65,2013-11-14
NA,0,1,8,2013-11-14
"female",0,0,20,2013-11-13
"female",0,1,10,2013-11-13
"male",0,0,160,2013-11-13
"male",0,1,84,2013-11-13
NA,0,0,148,2013-11-13
NA,0,1,12,2013-11-13
"female",0,0,15,2013-11-12
"male",0,0,45,2013-11-12
"male",0,1,1,2013-11-12
NA,0,0,19,2013-11-12
NA,0,1,3,2013-11-12
"female",0,0,36,2013-06-27
"female",0,1,8,2013-06-27
"male",0,0,155,2013-06-27
"male",0,1,36,2013-06-27
NA,0,0,82,2013-06-27
NA,0,1,20,2013-06-27
"female",0,0,27,2013-06-26
"female",0,1,8,2013-06-26
"female",1,0,16,2013-06-26
"female",1,1,5,2013-06-26
"male",0,0,113,2013-06-26
"male",0,1,30,2013-06-26
"male",1,0,26,2013-06-26
"male",1,1,2,2013-06-26
NA,0,0,90,2013-06-26
