"gender","fedchamb_flag","interject","n","date"
NA,1,0,6,2019-02-21
NA,1,1,1,2019-02-21
"female",0,0,22,2019-02-20
"female",0,1,15,2019-02-20
"female",1,0,21,2019-02-20
"male",0,0,129,2019-02-20
"male",0,1,58,2019-02-20
"male",1,0,40,2019-02-20
"male",1,1,4,2019-02-20
NA,0,0,99,2019-02-20
NA,0,1,22,2019-02-20
NA,1,0,16,2019-02-20
"female",0,0,21,2019-02-19
"female",0,1,9,2019-02-19
"female",1,0,12,2019-02-19
"male",0,0,129,2019-02-19
"male",0,1,37,2019-02-19
"male",1,0,24,2019-02-19
NA,0,0,72,2019-02-19
NA,0,1,16,2019-02-19
NA,1,0,4,2019-02-19
NA,1,1,1,2019-02-19
"female",0,0,49,2019-02-18
"female",0,1,4,2019-02-18
"female",1,0,43,2019-02-18
"female",1,1,1,2019-02-18
"male",0,0,138,2019-02-18
"male",0,1,29,2019-02-18
"male",1,0,79,2019-02-18
"male",1,1,8,2019-02-18
NA,0,0,53,2019-02-18
NA,0,1,11,2019-02-18
NA,1,0,18,2019-02-18
NA,1,1,7,2019-02-18
"female",0,0,33,2019-02-14
"female",0,1,6,2019-02-14
"female",1,0,9,2019-02-14
"male",0,0,123,2019-02-14
"male",0,1,43,2019-02-14
"male",1,0,30,2019-02-14
NA,0,0,88,2019-02-14
NA,0,1,8,2019-02-14
NA,1,0,3,2019-02-14
NA,1,1,1,2019-02-14
"female",0,0,27,2019-02-13
"female",0,1,7,2019-02-13
"female",1,0,9,2019-02-13
"male",0,0,152,2019-02-13
"male",0,1,23,2019-02-13
"male",1,0,29,2019-02-13
NA,0,0,84,2019-02-13
NA,0,1,15,2019-02-13
NA,1,0,13,2019-02-13
NA,1,1,1,2019-02-13
"female",0,0,74,2019-02-12
"female",0,1,4,2019-02-12
"female",1,0,9,2019-02-12
"male",0,0,186,2019-02-12
"male",0,1,17,2019-02-12
"male",1,0,14,2019-02-12
NA,0,0,61,2019-02-12
NA,0,1,5,2019-02-12
NA,1,0,6,2019-02-12
"female",0,0,20,2018-12-06
"female",0,1,5,2018-12-06
"female",1,0,16,2018-12-06
"male",0,0,102,2018-12-06
"male",0,1,32,2018-12-06
"male",1,0,33,2018-12-06
"male",1,1,4,2018-12-06
NA,0,0,51,2018-12-06
NA,0,1,5,2018-12-06
NA,1,0,8,2018-12-06
NA,1,1,6,2018-12-06
"female",0,0,28,2018-12-05
"female",0,1,8,2018-12-05
"female",1,0,18,2018-12-05
"female",1,1,2,2018-12-05
"male",0,0,166,2018-12-05
"male",0,1,82,2018-12-05
"male",1,0,28,2018-12-05
NA,0,0,95,2018-12-05
NA,0,1,12,2018-12-05
NA,1,0,16,2018-12-05
"female",0,0,36,2018-12-04
"female",0,1,7,2018-12-04
"female",1,0,10,2018-12-04
"male",0,0,99,2018-12-04
"male",0,1,34,2018-12-04
"male",1,0,21,2018-12-04
"male",1,1,2,2018-12-04
NA,0,0,60,2018-12-04
NA,0,1,13,2018-12-04
NA,1,0,10,2018-12-04
NA,1,1,1,2018-12-04
"female",0,0,40,2018-12-03
"female",0,1,14,2018-12-03
"female",1,0,40,2018-12-03
"female",1,1,4,2018-12-03
"male",0,0,144,2018-12-03
"male",0,1,31,2018-12-03
"male",1,0,69,2018-12-03
"male",1,1,16,2018-12-03
NA,0,0,70,2018-12-03
NA,0,1,13,2018-12-03
NA,1,0,24,2018-12-03
NA,1,1,3,2018-12-03
"female",0,0,26,2018-11-29
"female",0,1,7,2018-11-29
"female",1,0,14,2018-11-29
"male",0,0,82,2018-11-29
"male",0,1,14,2018-11-29
"male",1,0,24,2018-11-29
"male",1,1,1,2018-11-29
NA,0,0,38,2018-11-29
NA,0,1,3,2018-11-29
NA,1,0,4,2018-11-29
"female",0,0,45,2018-11-28
"female",0,1,5,2018-11-28
"female",1,0,8,2018-11-28
"male",0,0,131,2018-11-28
"male",0,1,30,2018-11-28
"male",1,0,13,2018-11-28
NA,0,0,83,2018-11-28
NA,0,1,16,2018-11-28
NA,1,0,10,2018-11-28
"female",0,0,25,2018-11-27
"female",0,1,7,2018-11-27
"female",1,0,8,2018-11-27
"male",0,0,117,2018-11-27
"male",0,1,37,2018-11-27
"male",1,0,21,2018-11-27
"male",1,1,1,2018-11-27
NA,0,0,72,2018-11-27
NA,0,1,9,2018-11-27
NA,1,0,7,2018-11-27
"female",0,0,63,2018-11-26
"female",0,1,4,2018-11-26
"female",1,0,34,2018-11-26
"female",1,1,1,2018-11-26
"male",0,0,199,2018-11-26
"male",0,1,23,2018-11-26
"male",1,0,54,2018-11-26
"male",1,1,3,2018-11-26
NA,0,0,62,2018-11-26
NA,0,1,15,2018-11-26
NA,1,0,20,2018-11-26
NA,1,1,1,2018-11-26
"female",0,0,56,2018-10-25
"female",0,1,4,2018-10-25
"female",1,0,10,2018-10-25
"male",0,0,134,2018-10-25
"male",0,1,22,2018-10-25
"male",1,0,24,2018-10-25
"male",1,1,2,2018-10-25
NA,0,0,60,2018-10-25
NA,0,1,10,2018-10-25
NA,1,0,5,2018-10-25
NA,1,1,2,2018-10-25
"female",0,0,45,2018-10-24
"female",0,1,8,2018-10-24
"female",1,0,19,2018-10-24
"male",0,0,156,2018-10-24
"male",0,1,33,2018-10-24
"male",1,0,40,2018-10-24
"male",1,1,3,2018-10-24
NA,0,0,67,2018-10-24
NA,0,1,16,2018-10-24
NA,1,0,11,2018-10-24
NA,1,1,3,2018-10-24
"female",0,0,35,2018-10-23
"female",0,1,9,2018-10-23
"female",1,0,12,2018-10-23
"female",1,1,1,2018-10-23
"male",0,0,113,2018-10-23
"male",0,1,52,2018-10-23
"male",1,0,25,2018-10-23
"male",1,1,1,2018-10-23
NA,0,0,55,2018-10-23
NA,0,1,9,2018-10-23
NA,1,0,7,2018-10-23
NA,1,1,1,2018-10-23
"female",0,0,23,2018-10-22
"female",0,1,2,2018-10-22
"female",1,0,24,2018-10-22
"female",1,1,3,2018-10-22
"male",0,0,50,2018-10-22
"male",0,1,2,2018-10-22
"male",1,0,41,2018-10-22
"male",1,1,3,2018-10-22
NA,0,0,36,2018-10-22
NA,0,1,2,2018-10-22
NA,1,0,10,2018-10-22
NA,1,1,3,2018-10-22
"female",0,0,37,2018-10-18
"female",0,1,5,2018-10-18
"female",1,0,10,2018-10-18
"male",0,0,102,2018-10-18
"male",0,1,28,2018-10-18
"male",1,0,19,2018-10-18
"male",1,1,1,2018-10-18
NA,0,0,53,2018-10-18
NA,0,1,13,2018-10-18
NA,1,0,7,2018-10-18
"female",0,0,40,2018-10-17
"female",0,1,3,2018-10-17
"female",1,0,10,2018-10-17
"female",1,1,1,2018-10-17
"male",0,0,146,2018-10-17
"male",0,1,37,2018-10-17
"male",1,0,15,2018-10-17
NA,0,0,96,2018-10-17
NA,0,1,20,2018-10-17
NA,1,0,6,2018-10-17
NA,1,1,1,2018-10-17
"female",0,0,20,2018-10-16
"female",0,1,5,2018-10-16
"female",1,0,12,2018-10-16
"female",1,1,2,2018-10-16
"male",0,0,125,2018-10-16
"male",0,1,59,2018-10-16
"male",1,0,16,2018-10-16
NA,0,0,63,2018-10-16
NA,0,1,13,2018-10-16
NA,1,0,8,2018-10-16
NA,1,1,1,2018-10-16
"female",0,0,52,2018-10-15
"female",0,1,5,2018-10-15
"female",1,0,42,2018-10-15
"female",1,1,2,2018-10-15
"male",0,0,141,2018-10-15
"male",0,1,18,2018-10-15
"male",1,0,63,2018-10-15
"male",1,1,2,2018-10-15
NA,0,0,42,2018-10-15
NA,0,1,7,2018-10-15
NA,1,0,10,2018-10-15
NA,1,1,1,2018-10-15
"female",0,0,32,2018-09-20
"female",0,1,8,2018-09-20
"female",1,0,11,2018-09-20
"male",0,0,141,2018-09-20
"male",0,1,40,2018-09-20
"male",1,0,24,2018-09-20
"male",1,1,1,2018-09-20
NA,0,0,83,2018-09-20
NA,0,1,16,2018-09-20
NA,1,0,6,2018-09-20
"female",0,0,40,2018-09-19
"female",0,1,13,2018-09-19
"female",1,0,10,2018-09-19
"male",0,0,131,2018-09-19
"male",0,1,42,2018-09-19
"male",1,0,14,2018-09-19
"male",1,1,1,2018-09-19
NA,0,0,73,2018-09-19
NA,0,1,11,2018-09-19
NA,1,0,3,2018-09-19
"female",0,0,28,2018-09-18
"female",0,1,10,2018-09-18
"female",1,0,7,2018-09-18
"male",0,0,88,2018-09-18
"male",0,1,19,2018-09-18
"male",1,0,30,2018-09-18
NA,0,0,44,2018-09-18
NA,0,1,8,2018-09-18
NA,1,0,5,2018-09-18
NA,1,1,1,2018-09-18
"female",0,0,32,2018-09-17
"female",0,1,9,2018-09-17
"female",1,0,42,2018-09-17
"female",1,1,3,2018-09-17
"male",0,0,123,2018-09-17
"male",0,1,37,2018-09-17
"male",1,0,78,2018-09-17
"male",1,1,9,2018-09-17
NA,0,0,77,2018-09-17
NA,0,1,14,2018-09-17
NA,1,0,18,2018-09-17
NA,1,1,3,2018-09-17
"female",0,0,24,2018-09-13
"female",0,1,4,2018-09-13
"female",1,0,12,2018-09-13
"male",0,0,115,2018-09-13
"male",0,1,56,2018-09-13
"male",1,0,43,2018-09-13
"male",1,1,5,2018-09-13
NA,0,0,61,2018-09-13
NA,0,1,6,2018-09-13
NA,1,0,12,2018-09-13
NA,1,1,2,2018-09-13
"female",0,0,35,2018-09-12
"female",0,1,5,2018-09-12
"female",1,0,13,2018-09-12
"male",0,0,116,2018-09-12
"male",0,1,43,2018-09-12
"male",1,0,19,2018-09-12
NA,0,0,64,2018-09-12
NA,0,1,12,2018-09-12
NA,1,0,8,2018-09-12
"female",0,0,26,2018-09-11
"female",0,1,8,2018-09-11
"female",1,0,5,2018-09-11
"male",0,0,118,2018-09-11
"male",0,1,33,2018-09-11
"male",1,0,38,2018-09-11
"male",1,1,2,2018-09-11
NA,0,0,74,2018-09-11
NA,0,1,15,2018-09-11
NA,1,0,6,2018-09-11
NA,1,1,4,2018-09-11
"female",0,0,36,2018-09-10
"female",0,1,4,2018-09-10
"female",1,0,41,2018-09-10
"male",0,0,129,2018-09-10
"male",0,1,28,2018-09-10
"male",1,0,53,2018-09-10
NA,0,0,70,2018-09-10
NA,0,1,14,2018-09-10
NA,1,0,10,2018-09-10
NA,1,1,9,2018-09-10
"female",0,0,4,2018-08-23
"female",1,0,6,2018-08-23
"male",0,0,14,2018-08-23
"male",1,0,19,2018-08-23
NA,0,0,19,2018-08-23
NA,0,1,1,2018-08-23
NA,1,0,6,2018-08-23
NA,1,1,2,2018-08-23
"female",0,0,42,2018-08-22
"female",0,1,5,2018-08-22
"female",1,0,15,2018-08-22
"male",0,0,123,2018-08-22
"male",0,1,35,2018-08-22
"male",1,0,18,2018-08-22
NA,0,0,75,2018-08-22
NA,0,1,14,2018-08-22
NA,1,0,8,2018-08-22
NA,1,1,2,2018-08-22
"female",0,0,31,2018-08-21
"female",0,1,10,2018-08-21
"female",1,0,11,2018-08-21
"male",0,0,83,2018-08-21
"male",0,1,23,2018-08-21
"male",1,0,21,2018-08-21
"male",1,1,1,2018-08-21
NA,0,0,51,2018-08-21
NA,0,1,5,2018-08-21
NA,1,0,4,2018-08-21
"female",0,0,40,2018-08-20
"female",0,1,2,2018-08-20
"female",1,0,39,2018-08-20
"female",1,1,2,2018-08-20
"male",0,0,129,2018-08-20
"male",0,1,13,2018-08-20
"male",1,0,62,2018-08-20
"male",1,1,8,2018-08-20
NA,0,0,61,2018-08-20
NA,0,1,8,2018-08-20
NA,1,0,15,2018-08-20
NA,1,1,4,2018-08-20
"female",0,0,48,2018-08-16
"female",0,1,9,2018-08-16
"female",1,0,11,2018-08-16
"male",0,0,103,2018-08-16
"male",0,1,35,2018-08-16
"male",1,0,22,2018-08-16
"male",1,1,1,2018-08-16
NA,0,0,76,2018-08-16
NA,0,1,7,2018-08-16
NA,1,0,7,2018-08-16
"female",0,0,28,2018-08-15
"female",0,1,7,2018-08-15
"female",1,0,9,2018-08-15
"male",0,0,135,2018-08-15
"male",0,1,26,2018-08-15
"male",1,0,13,2018-08-15
NA,0,0,68,2018-08-15
NA,0,1,9,2018-08-15
NA,1,0,4,2018-08-15
"female",0,0,31,2018-08-14
"female",0,1,2,2018-08-14
"female",1,0,8,2018-08-14
"female",1,1,1,2018-08-14
"male",0,0,113,2018-08-14
"male",0,1,26,2018-08-14
"male",1,0,20,2018-08-14
"male",1,1,3,2018-08-14
NA,0,0,53,2018-08-14
NA,0,1,7,2018-08-14
NA,1,0,9,2018-08-14
NA,1,1,1,2018-08-14
"female",0,0,37,2018-08-13
"female",0,1,2,2018-08-13
"female",1,0,41,2018-08-13
"female",1,1,2,2018-08-13
"male",0,0,161,2018-08-13
"male",0,1,18,2018-08-13
"male",1,0,89,2018-08-13
"male",1,1,13,2018-08-13
NA,0,0,51,2018-08-13
NA,0,1,5,2018-08-13
NA,1,0,11,2018-08-13
NA,1,1,18,2018-08-13
"female",0,0,36,2018-06-28
"female",0,1,5,2018-06-28
"female",1,0,13,2018-06-28
"male",0,0,117,2018-06-28
"male",0,1,22,2018-06-28
"male",1,0,23,2018-06-28
"male",1,1,2,2018-06-28
NA,0,0,63,2018-06-28
NA,0,1,14,2018-06-28
NA,1,0,3,2018-06-28
"female",0,0,36,2018-06-27
"female",0,1,14,2018-06-27
"female",1,0,10,2018-06-27
"male",0,0,145,2018-06-27
"male",0,1,72,2018-06-27
"male",1,0,31,2018-06-27
"male",1,1,1,2018-06-27
NA,0,0,92,2018-06-27
NA,0,1,15,2018-06-27
NA,1,0,8,2018-06-27
NA,1,1,4,2018-06-27
"female",0,0,28,2018-06-26
"female",0,1,15,2018-06-26
"female",1,0,17,2018-06-26
"male",0,0,113,2018-06-26
"male",0,1,43,2018-06-26
"male",1,0,24,2018-06-26
"male",1,1,7,2018-06-26
NA,0,0,65,2018-06-26
NA,0,1,7,2018-06-26
NA,1,0,17,2018-06-26
NA,1,1,3,2018-06-26
"female",0,0,28,2018-06-25
"female",0,1,5,2018-06-25
"female",1,0,43,2018-06-25
"female",1,1,5,2018-06-25
"male",0,0,138,2018-06-25
"male",0,1,24,2018-06-25
"male",1,0,70,2018-06-25
"male",1,1,7,2018-06-25
NA,0,0,71,2018-06-25
NA,0,1,2,2018-06-25
NA,1,0,12,2018-06-25
NA,1,1,4,2018-06-25
"female",0,0,36,2018-06-21
"female",0,1,11,2018-06-21
"female",1,0,25,2018-06-21
"female",1,1,4,2018-06-21
"male",0,0,117,2018-06-21
"male",0,1,52,2018-06-21
"male",1,0,28,2018-06-21
"male",1,1,16,2018-06-21
NA,0,0,100,2018-06-21
NA,0,1,21,2018-06-21
NA,1,0,18,2018-06-21
NA,1,1,9,2018-06-21
"female",0,0,45,2018-06-20
"female",0,1,8,2018-06-20
"female",1,0,21,2018-06-20
"female",1,1,1,2018-06-20
"male",0,0,118,2018-06-20
"male",0,1,38,2018-06-20
"male",1,0,75,2018-06-20
"male",1,1,5,2018-06-20
NA,0,0,57,2018-06-20
NA,0,1,17,2018-06-20
NA,1,0,14,2018-06-20
NA,1,1,5,2018-06-20
"female",0,0,38,2018-06-19
"female",0,1,21,2018-06-19
"female",1,0,22,2018-06-19
"female",1,1,4,2018-06-19
"male",0,0,127,2018-06-19
"male",0,1,43,2018-06-19
"male",1,0,25,2018-06-19
"male",1,1,3,2018-06-19
NA,0,0,104,2018-06-19
NA,0,1,18,2018-06-19
NA,1,0,8,2018-06-19
NA,1,1,4,2018-06-19
"female",0,0,48,2018-06-18
"female",0,1,12,2018-06-18
"female",1,0,44,2018-06-18
"female",1,1,1,2018-06-18
"male",0,0,138,2018-06-18
"male",0,1,13,2018-06-18
"male",1,0,71,2018-06-18
"male",1,1,9,2018-06-18
NA,0,0,67,2018-06-18
NA,0,1,6,2018-06-18
NA,1,0,15,2018-06-18
NA,1,1,4,2018-06-18
"female",0,0,34,2018-05-31
"female",0,1,14,2018-05-31
"female",1,0,14,2018-05-31
"male",0,0,113,2018-05-31
"male",0,1,30,2018-05-31
"male",1,0,45,2018-05-31
"male",1,1,8,2018-05-31
NA,0,0,58,2018-05-31
NA,0,1,12,2018-05-31
NA,1,0,16,2018-05-31
NA,1,1,5,2018-05-31
"female",0,0,27,2018-05-30
"female",0,1,16,2018-05-30
"female",1,0,16,2018-05-30
"female",1,1,1,2018-05-30
"male",0,0,133,2018-05-30
"male",0,1,40,2018-05-30
"male",1,0,88,2018-05-30
"male",1,1,18,2018-05-30
NA,0,0,81,2018-05-30
NA,0,1,8,2018-05-30
NA,1,0,26,2018-05-30
NA,1,1,15,2018-05-30
"female",0,0,44,2018-05-29
"female",0,1,11,2018-05-29
"female",1,0,9,2018-05-29
"male",0,0,87,2018-05-29
"male",0,1,13,2018-05-29
"male",1,0,27,2018-05-29
"male",1,1,2,2018-05-29
NA,0,0,49,2018-05-29
NA,0,1,10,2018-05-29
NA,1,0,7,2018-05-29
NA,1,1,4,2018-05-29
"female",0,0,32,2018-05-24
"female",0,1,8,2018-05-24
"female",1,0,10,2018-05-24
"male",0,0,105,2018-05-24
"male",0,1,19,2018-05-24
"male",1,0,14,2018-05-24
NA,0,0,63,2018-05-24
NA,0,1,9,2018-05-24
NA,1,0,3,2018-05-24
"female",0,0,38,2018-05-23
"female",0,1,12,2018-05-23
"female",1,0,19,2018-05-23
"male",0,0,118,2018-05-23
"male",0,1,37,2018-05-23
"male",1,0,34,2018-05-23
"male",1,1,3,2018-05-23
NA,0,0,55,2018-05-23
NA,0,1,19,2018-05-23
NA,1,0,7,2018-05-23
NA,1,1,12,2018-05-23
"female",0,0,26,2018-05-22
"female",0,1,2,2018-05-22
"female",1,0,12,2018-05-22
"female",1,1,1,2018-05-22
"male",0,0,109,2018-05-22
"male",0,1,45,2018-05-22
"male",1,0,31,2018-05-22
"male",1,1,6,2018-05-22
NA,0,0,50,2018-05-22
NA,0,1,17,2018-05-22
NA,1,0,10,2018-05-22
NA,1,1,8,2018-05-22
"female",0,0,33,2018-05-21
"female",0,1,13,2018-05-21
"female",1,0,34,2018-05-21
"female",1,1,2,2018-05-21
"male",0,0,137,2018-05-21
"male",0,1,28,2018-05-21
"male",1,0,67,2018-05-21
"male",1,1,3,2018-05-21
NA,0,0,60,2018-05-21
NA,0,1,9,2018-05-21
NA,1,0,16,2018-05-21
NA,1,1,2,2018-05-21
"female",0,0,36,2018-05-10
"female",0,1,6,2018-05-10
"female",1,0,15,2018-05-10
"male",0,0,107,2018-05-10
"male",0,1,19,2018-05-10
"male",1,0,27,2018-05-10
NA,0,0,53,2018-05-10
NA,0,1,2,2018-05-10
NA,1,0,6,2018-05-10
NA,1,1,1,2018-05-10
"female",0,0,28,2018-05-09
"female",0,1,8,2018-05-09
"female",1,0,21,2018-05-09
"female",1,1,2,2018-05-09
"male",0,0,143,2018-05-09
"male",0,1,37,2018-05-09
"male",1,0,31,2018-05-09
"male",1,1,3,2018-05-09
NA,0,0,85,2018-05-09
NA,0,1,17,2018-05-09
NA,1,0,14,2018-05-09
NA,1,1,4,2018-05-09
"female",0,0,51,2018-05-08
"female",0,1,5,2018-05-08
"male",0,0,131,2018-05-08
"male",0,1,18,2018-05-08
NA,0,0,62,2018-05-08
NA,0,1,10,2018-05-08
"female",0,0,37,2018-03-28
"female",0,1,5,2018-03-28
"female",1,0,18,2018-03-28
"male",0,0,144,2018-03-28
"male",0,1,19,2018-03-28
"male",1,0,31,2018-03-28
"male",1,1,8,2018-03-28
NA,0,0,107,2018-03-28
NA,0,1,9,2018-03-28
NA,1,0,10,2018-03-28
NA,1,1,2,2018-03-28
"female",0,0,42,2018-03-27
"female",0,1,6,2018-03-27
"female",1,0,9,2018-03-27
"male",0,0,109,2018-03-27
"male",0,1,20,2018-03-27
"male",1,0,25,2018-03-27
"male",1,1,3,2018-03-27
NA,0,0,63,2018-03-27
NA,0,1,22,2018-03-27
NA,1,0,12,2018-03-27
NA,1,1,1,2018-03-27
"female",0,0,58,2018-03-26
"female",0,1,6,2018-03-26
"female",1,0,47,2018-03-26
"female",1,1,2,2018-03-26
"male",0,0,160,2018-03-26
"male",0,1,16,2018-03-26
"male",1,0,47,2018-03-26
NA,0,0,71,2018-03-26
NA,0,1,18,2018-03-26
NA,1,0,7,2018-03-26
NA,1,1,2,2018-03-26
"female",0,0,32,2018-03-01
"female",0,1,1,2018-03-01
"female",1,0,6,2018-03-01
"male",0,0,108,2018-03-01
"male",0,1,22,2018-03-01
"male",1,0,25,2018-03-01
"male",1,1,4,2018-03-01
NA,0,0,59,2018-03-01
NA,0,1,12,2018-03-01
NA,1,0,5,2018-03-01
NA,1,1,4,2018-03-01
"female",0,0,36,2018-02-28
"female",0,1,12,2018-02-28
"female",1,0,7,2018-02-28
"male",0,0,140,2018-02-28
"male",0,1,30,2018-02-28
"male",1,0,30,2018-02-28
NA,0,0,119,2018-02-28
NA,0,1,12,2018-02-28
NA,1,0,12,2018-02-28
"female",0,0,23,2018-02-27
"female",0,1,10,2018-02-27
"female",1,0,11,2018-02-27
"female",1,1,1,2018-02-27
"male",0,0,119,2018-02-27
"male",0,1,33,2018-02-27
"male",1,0,20,2018-02-27
NA,0,0,75,2018-02-27
NA,0,1,12,2018-02-27
NA,1,0,3,2018-02-27
NA,1,1,1,2018-02-27
"female",0,0,36,2018-02-26
"female",0,1,7,2018-02-26
"female",1,0,41,2018-02-26
"female",1,1,2,2018-02-26
"male",0,0,116,2018-02-26
"male",0,1,36,2018-02-26
"male",1,0,90,2018-02-26
"male",1,1,17,2018-02-26
NA,0,0,52,2018-02-26
NA,0,1,9,2018-02-26
NA,1,0,22,2018-02-26
NA,1,1,18,2018-02-26
"female",0,0,24,2018-02-15
"female",0,1,5,2018-02-15
"female",1,0,5,2018-02-15
"male",0,0,125,2018-02-15
"male",0,1,20,2018-02-15
"male",1,0,26,2018-02-15
"male",1,1,1,2018-02-15
NA,0,0,53,2018-02-15
NA,0,1,14,2018-02-15
NA,1,0,10,2018-02-15
"female",0,0,30,2018-02-14
"female",0,1,1,2018-02-14
"female",1,0,22,2018-02-14
"female",1,1,2,2018-02-14
"male",0,0,122,2018-02-14
"male",0,1,42,2018-02-14
"male",1,0,36,2018-02-14
"male",1,1,7,2018-02-14
NA,0,0,85,2018-02-14
NA,0,1,15,2018-02-14
NA,1,0,20,2018-02-14
NA,1,1,4,2018-02-14
"female",0,0,34,2018-02-13
"female",0,1,11,2018-02-13
"female",1,0,10,2018-02-13
"male",0,0,102,2018-02-13
"male",0,1,25,2018-02-13
"male",1,0,18,2018-02-13
NA,0,0,73,2018-02-13
NA,0,1,9,2018-02-13
NA,1,0,9,2018-02-13
"female",0,0,35,2018-02-12
"female",0,1,8,2018-02-12
"female",1,0,48,2018-02-12
"female",1,1,3,2018-02-12
"male",0,0,160,2018-02-12
"male",0,1,25,2018-02-12
"male",1,0,76,2018-02-12
"male",1,1,8,2018-02-12
NA,0,0,70,2018-02-12
NA,0,1,12,2018-02-12
NA,1,0,10,2018-02-12
NA,1,1,3,2018-02-12
"female",0,0,35,2018-02-08
"female",0,1,14,2018-02-08
"female",1,0,13,2018-02-08
"male",0,0,108,2018-02-08
"male",0,1,18,2018-02-08
"male",1,0,20,2018-02-08
"male",1,1,1,2018-02-08
NA,0,0,70,2018-02-08
NA,0,1,14,2018-02-08
NA,1,0,8,2018-02-08
NA,1,1,4,2018-02-08
"female",0,0,39,2018-02-07
"female",0,1,4,2018-02-07
"female",1,0,9,2018-02-07
"male",0,0,115,2018-02-07
"male",0,1,21,2018-02-07
"male",1,0,28,2018-02-07
NA,0,0,63,2018-02-07
NA,0,1,13,2018-02-07
NA,1,0,13,2018-02-07
"female",0,0,34,2018-02-06
"female",0,1,6,2018-02-06
"female",1,0,11,2018-02-06
"male",0,0,108,2018-02-06
"male",0,1,23,2018-02-06
"male",1,0,23,2018-02-06
"male",1,1,4,2018-02-06
NA,0,0,45,2018-02-06
NA,0,1,13,2018-02-06
NA,1,0,12,2018-02-06
"female",0,0,52,2018-02-05
"female",0,1,4,2018-02-05
"female",1,0,36,2018-02-05
"female",1,1,4,2018-02-05
"male",0,0,193,2018-02-05
"male",0,1,14,2018-02-05
"male",1,0,65,2018-02-05
"male",1,1,4,2018-02-05
NA,0,0,56,2018-02-05
NA,0,1,6,2018-02-05
NA,1,0,8,2018-02-05
"female",0,0,42,2017-12-07
"female",0,1,4,2017-12-07
"female",1,0,9,2017-12-07
"male",0,0,207,2017-12-07
"male",0,1,26,2017-12-07
"male",1,0,30,2017-12-07
NA,0,0,102,2017-12-07
NA,0,1,15,2017-12-07
NA,1,0,7,2017-12-07
"female",0,0,37,2017-12-06
"female",0,1,1,2017-12-06
"female",1,0,12,2017-12-06
"male",0,0,145,2017-12-06
"male",0,1,34,2017-12-06
"male",1,0,20,2017-12-06
NA,0,0,61,2017-12-06
NA,0,1,14,2017-12-06
NA,1,0,9,2017-12-06
NA,1,1,1,2017-12-06
"female",0,0,36,2017-12-05
"female",1,0,13,2017-12-05
"female",1,1,2,2017-12-05
"male",0,0,142,2017-12-05
"male",0,1,30,2017-12-05
"male",1,0,33,2017-12-05
"male",1,1,2,2017-12-05
NA,0,0,63,2017-12-05
NA,0,1,24,2017-12-05
NA,1,0,8,2017-12-05
NA,1,1,2,2017-12-05
"female",0,0,41,2017-12-04
"female",0,1,7,2017-12-04
"female",1,0,17,2017-12-04
"female",1,1,1,2017-12-04
"male",0,0,160,2017-12-04
"male",0,1,29,2017-12-04
"male",1,0,30,2017-12-04
NA,0,0,96,2017-12-04
NA,0,1,15,2017-12-04
NA,1,0,10,2017-12-04
"female",0,0,34,2017-10-26
"female",0,1,10,2017-10-26
"female",1,0,11,2017-10-26
"male",0,0,112,2017-10-26
"male",0,1,35,2017-10-26
"male",1,0,17,2017-10-26
NA,0,0,84,2017-10-26
NA,0,1,9,2017-10-26
NA,1,0,10,2017-10-26
"female",0,0,31,2017-10-25
"female",0,1,12,2017-10-25
"female",1,0,21,2017-10-25
"female",1,1,2,2017-10-25
"male",0,0,170,2017-10-25
"male",0,1,47,2017-10-25
"male",1,0,21,2017-10-25
"male",1,1,2,2017-10-25
NA,0,0,116,2017-10-25
NA,0,1,24,2017-10-25
NA,1,0,16,2017-10-25
NA,1,1,2,2017-10-25
"female",0,0,33,2017-10-24
"female",0,1,13,2017-10-24
"female",1,0,7,2017-10-24
"female",1,1,2,2017-10-24
"male",0,0,121,2017-10-24
"male",0,1,38,2017-10-24
"male",1,0,22,2017-10-24
"male",1,1,4,2017-10-24
NA,0,0,83,2017-10-24
NA,0,1,18,2017-10-24
NA,1,0,2,2017-10-24
NA,1,1,2,2017-10-24
"female",0,0,39,2017-10-23
"female",0,1,9,2017-10-23
"female",1,0,55,2017-10-23
"female",1,1,2,2017-10-23
"male",0,0,111,2017-10-23
"male",0,1,18,2017-10-23
"male",1,0,66,2017-10-23
"male",1,1,7,2017-10-23
NA,0,0,53,2017-10-23
NA,0,1,8,2017-10-23
NA,1,0,9,2017-10-23
NA,1,1,5,2017-10-23
"female",0,0,25,2017-10-19
"female",0,1,4,2017-10-19
"female",1,0,12,2017-10-19
"male",0,0,103,2017-10-19
"male",0,1,15,2017-10-19
"male",1,0,23,2017-10-19
"male",1,1,11,2017-10-19
NA,0,0,53,2017-10-19
NA,0,1,10,2017-10-19
NA,1,0,11,2017-10-19
NA,1,1,2,2017-10-19
"female",0,0,41,2017-10-18
"female",0,1,7,2017-10-18
"female",1,0,20,2017-10-18
"male",0,0,104,2017-10-18
"male",0,1,25,2017-10-18
"male",1,0,32,2017-10-18
"male",1,1,7,2017-10-18
NA,0,0,56,2017-10-18
NA,0,1,6,2017-10-18
NA,1,0,11,2017-10-18
NA,1,1,8,2017-10-18
"female",0,0,47,2017-10-17
"female",0,1,13,2017-10-17
"female",1,0,10,2017-10-17
"male",0,0,135,2017-10-17
