"uniqueID","phid","surname","firstName","displayName","gender","title","prefix","suffix","electorate","party","deathDate","form1","form2","form3","form4","form5"
"Freelander1953","265979","Freelander","Michael","Freelander, Mike","male","Dr|Mr","Dr",NA,"Macarthur","Australian Labor Party",NA,"(Dr|Mr) Michael Freelander","(Dr|Mr) Freelander","(Dr|Mr) MICHAEL FREELANDER","(Dr|Mr) FREELANDER","(Dr|Mr) Michael FREELANDER"
"Freeth1914","JXI","Freeth","Gordon","Freeth, Gordon","male","Mr","the Hon.","KBE","Forrest","Liberal Party of Australia",2001-11-27,"Mr Gordon Freeth","Mr Freeth","Mr GORDON FREETH","Mr FREETH","Mr Gordon FREETH"
"Frost1882","JXL","Frost","Charles","Frost, Charles","male","Mr","the Hon.",NA,"Franklin","Australian Labor Party",1964-07-22,"Mr Charles Frost","Mr Frost","Mr CHARLES FROST","Mr FROST","Mr Charles FROST"
"Fry1920","JXQ","Fry","Kenneth","Fry, Ken","male","Mr",NA,NA,"Fraser","Australian Labor Party",2007-10-10,"Mr Kenneth Fry","Mr Fry","Mr KENNETH FRY","Mr FRY","Mr Kenneth FRY"
"Frydenberg1971","FKL","Frydenberg","Joshua","Frydenberg, Josh","male","Mr","the Hon.",NA,"Kooyong","Liberal Party of Australia",NA,"Mr Joshua Frydenberg","Mr Frydenberg","Mr JOSHUA FRYDENBERG","Mr FRYDENBERG","Mr Joshua FRYDENBERG"
"Fuller1861","JZF","Fuller","George","Fuller, George","male","Mr","the Hon.","KCMG","Illawarra","Liberal Party (Commonwealth)",1940-07-22,"Mr George Fuller","Mr Fuller","Mr GEORGE FULLER","Mr FULLER","Mr George FULLER"
"Fuller1893","JYV","Fuller","Arthur","Fuller, Arthur","male","Mr",NA,NA,"Hume","Australian Labor Party",1987-03-21,"Mr Arthur Fuller","Mr Fuller","Mr ARTHUR FULLER","Mr FULLER","Mr Arthur FULLER"
"Fulton1909","JZP","Fulton","William","Fulton, Bill","male","Mr",NA,NA,"Leichhardt","Australian Labor Party",1988-11-15,"Mr William Fulton","Mr Fulton","Mr WILLIAM FULTON","Mr FULTON","Mr William FULTON"
"Fysh1835","JZT","Fysh","Philip","Fysh, Philip","male","Sir","the Hon. Sir","KCMG","Denison","Anti-Socialist Party",1919-12-20,"Sir Philip Fysh","Sir Fysh","Sir PHILIP FYSH","Sir FYSH","Sir Philip FYSH"
"Gabb1882","K0A","Gabb","Joel","Gabb, Moses","male","Mr",NA,NA,"Angas","United Australia Party",1951-03-06,"Mr Joel Gabb","Mr Gabb","Mr JOEL GABB","Mr GABB","Mr Joel GABB"
"Gaha1894","K0E","Gaha","John","Gaha, John","male","Mr","the Hon.",NA,"Denison","Australian Labor Party",1966-03-18,"Mr John Gaha","Mr Gaha","Mr JOHN GAHA","Mr GAHA","Mr John GAHA"
"Gallus1943","CU4","Gallus","Christine","Gallus, Chris","female","Ms|Mrs","the Hon.",NA,"Hindmarsh","Liberal Party of Australia",NA,"(Ms|Mrs) Christine Gallus","(Ms|Mrs) Gallus","(Ms|Mrs) CHRISTINE GALLUS","(Ms|Mrs) GALLUS","(Ms|Mrs) Christine GALLUS"
"Galvin1911","K97","Galvin","Patrick","Galvin, Pat","male","Mr",NA,"OBE","Kingston","Australian Labor Party",1980-09-24,"Mr Patrick Galvin","Mr Galvin","Mr PATRICK GALVIN","Mr GALVIN","Mr Patrick GALVIN"
"Gambaro1958","9K6","Gambaro","Teresa","Gambaro, Teresa","female","Ms|Mrs","the Hon.",NA,"Brisbane","Liberal Party of Australia",NA,"(Ms|Mrs) Teresa Gambaro","(Ms|Mrs) Gambaro","(Ms|Mrs) TERESA GAMBARO","(Ms|Mrs) GAMBARO","(Ms|Mrs) Teresa GAMBARO"
"Gander1888","K9A","Gander","Joseph","Gander, Joe","male","Mr",NA,NA,"Reid","Australian Labor Party (Non-Communist)",1954-11-22,"Mr Joseph Gander","Mr Gander","Mr JOSEPH GANDER","Mr GANDER","Mr Joseph GANDER"
"Garden1882","K9C","Garden","John","Garden, Jock","male","Mr",NA,NA,"Cook","Australian Labor Party",1969-01-01,"Mr John Garden","Mr Garden","Mr JOHN GARDEN","Mr GARDEN","Mr John GARDEN"
"Gardner1884","K9H","Gardner","Sydney","Gardner, Sydney","male","Mr",NA,NA,"Robertson","United Australia Party",1965-06-23,"Mr Sydney Gardner","Mr Gardner","Mr SYDNEY GARDNER","Mr GARDNER","Mr Sydney GARDNER"
"Garland1934","K9L","Garland","Ransley","Garland, Victor","male","Mr","the Hon.","KBE","Curtin","Liberal Party of Australia",NA,"Mr Ransley Garland","Mr Garland","Mr RANSLEY GARLAND","Mr GARLAND","Mr Ransley GARLAND"
"Garrett1953","HV4","Garrett","Peter","Garrett, Peter","male","Mr","the Hon.","AM","Kingsford Smith","Australian Labor Party",NA,"Mr Peter Garrett","Mr Garrett","Mr PETER GARRETT","Mr GARRETT","Mr Peter GARRETT"
"Garrick1918","L6X","Garrick","Horace","Garrick, Horrie","male","Mr",NA,NA,"Batman","Australian Labor Party",1982-04-06,"Mr Horace Garrick","Mr Garrick","Mr HORACE GARRICK","Mr GARRICK","Mr Horace GARRICK"
"Gash1944","AK6","Gash","Joanna","Gash, Joanna","female","Ms|Mrs",NA,"AM","Gilmore","Liberal Party of Australia",NA,"(Ms|Mrs) Joanna Gash","(Ms|Mrs) Gash","(Ms|Mrs) JOANNA GASH","(Ms|Mrs) GASH","(Ms|Mrs) Joanna GASH"
"Gayler1943","PG4","Gayler","John","Gayler, John","male","Mr",NA,NA,"Leichhardt","Australian Labor Party",NA,"Mr John Gayler","Mr Gayler","Mr JOHN GAYLER","Mr GAYLER","Mr John GAYLER"
"Gear1947","QG4","Gear","George","Gear, George","male","Mr","the Hon.",NA,"Canning","Australian Labor Party",NA,"Mr George Gear","Mr Gear","Mr GEORGE GEAR","Mr GEAR","Mr George GEAR"
"Gee1968","261393","Gee","Andrew","Gee, Andrew","male","Mr","the Hon.",NA,"Calare","Independent",NA,"Mr Andrew Gee","Mr Gee","Mr ANDREW GEE","Mr GEE","Mr Andrew GEE"
"Gellibrand1872","K9S","Gellibrand","John","Gellibrand, John","male","Sir","Sir","KCB, DSO","Denison","Nationalist Party",1945-06-03,"Sir John Gellibrand","Sir Gellibrand","Sir JOHN GELLIBRAND","Sir GELLIBRAND","Sir John GELLIBRAND"
"Georganas1959","DZY","Georganas","Steven","Georganas, Steve","male","Mr",NA,NA,"Adelaide","Australian Labor Party",NA,"Mr Steven Georganas","Mr Georganas","Mr STEVEN GEORGANAS","Mr GEORGANAS","Mr Steven GEORGANAS"
"George1947","JH5","George","Jennie","George, Jennie","female","Ms|Mrs",NA,"AO","Throsby","Australian Labor Party",NA,"(Ms|Mrs) Jennie George","(Ms|Mrs) George","(Ms|Mrs) JENNIE GEORGE","(Ms|Mrs) GEORGE","(Ms|Mrs) Jennie GEORGE"
"Georgiou1947","HM5","Georgiou","Petro","Georgiou, Petro","male","Mr",NA,"AO","Kooyong","Liberal Party of Australia",NA,"Mr Petro Georgiou","Mr Georgiou","Mr PETRO GEORGIOU","Mr GEORGIOU","Mr Petro GEORGIOU"
"Gerick1963","83W","Gerick","Jane","Gerick, Jane","female","Ms|Mrs",NA,NA,"Canning","Australian Labor Party",2003-12-25,"(Ms|Mrs) Jane Gerick","(Ms|Mrs) Gerick","(Ms|Mrs) JANE GERICK","(Ms|Mrs) GERICK","(Ms|Mrs) Jane GERICK"
"Gibb1843","KAN","Gibb","James","Gibb, James","male","Mr",NA,NA,"Flinders","Free Trade",1919-02-22,"Mr James Gibb","Mr Gibb","Mr JAMES GIBB","Mr GIBB","Mr James GIBB"
"Gibbons1887","KAQ","Gibbons","George","Gibbons, George","male","Mr",NA,NA,"Calare","Australian Labor Party",1954-08-11,"Mr George Gibbons","Mr Gibbons","Mr GEORGE GIBBONS","Mr GIBBONS","Mr George GIBBONS"
"Gibbons1949","83X","Gibbons","Stephen","Gibbons, Steve","male","Mr",NA,NA,"Bendigo","Australian Labor Party",NA,"Mr Stephen Gibbons","Mr Gibbons","Mr STEPHEN GIBBONS","Mr GIBBONS","Mr Stephen GIBBONS"
"Gibbs1922","KAR","Gibbs","Wylie","Gibbs, Wylie","male","Mr",NA,NA,"Bowman","Liberal Party of Australia",NA,"Mr Wylie Gibbs","Mr Gibbs","Mr WYLIE GIBBS","Mr GIBBS","Mr Wylie GIBBS"
"Gibson1869","KAY","Gibson","William","Gibson, William","male","Mr","the Hon.",NA,NA,"Australian Country Party",1955-05-22,"Mr William Gibson","Mr Gibson","Mr WILLIAM GIBSON","Mr GIBSON","Mr William GIBSON"
"Gibson1935","KAU","Gibson","Adrian","Gibson, Adrian","male","Mr",NA,"OAM","Denison","Liberal Party of Australia",2015-04-30,"Mr Adrian Gibson","Mr Gibson","Mr ADRIAN GIBSON","Mr GIBSON","Mr Adrian GIBSON"
"Gibson1954","ST4","Gibson","Garrie","Gibson, Garrie","male","Mr",NA,NA,"Moreton","Australian Labor Party",NA,"Mr Garrie Gibson","Mr Gibson","Mr GARRIE GIBSON","Mr GIBSON","Mr Garrie GIBSON"
"Giles1923","KB8","Giles","Geoffrey","Giles, Geoffrey","male","Mr",NA,NA,"Wakefield","Liberal Party of Australia",1990-12-18,"Mr Geoffrey Giles","Mr Giles","Mr GEOFFREY GILES","Mr GILES","Mr Geoffrey GILES"
"Giles1973","243609","Giles","Andrew","Giles, Andrew","male","Mr","the Hon.",NA,"Scullin","Australian Labor Party",NA,"Mr Andrew Giles","Mr Giles","Mr ANDREW GILES","Mr GILES","Mr Andrew GILES"
"Gillard1920","KBE","Gillard","Reginald","Gillard, Reg","male","Mr",NA,"OAM","Macquarie","Liberal Party of Australia",2001-08-16,"Mr Reginald Gillard","Mr Gillard","Mr REGINALD GILLARD","Mr GILLARD","Mr Reginald GILLARD"
"Gillard1961","83L","Gillard","Julia","Gillard, Julia","female","Ms|Mrs","the Hon.","AC","Lalor","Australian Labor Party",NA,"(Ms|Mrs) Julia Gillard","(Ms|Mrs) Gillard","(Ms|Mrs) JULIA GILLARD","(Ms|Mrs) GILLARD","(Ms|Mrs) Julia GILLARD"
"Gillespie1957","72184","Gillespie","David","Gillespie, David","male","Dr|Mr","the Hon. Dr",NA,"Lyne","The Nationals",NA,"(Dr|Mr) David Gillespie","(Dr|Mr) Gillespie","(Dr|Mr) DAVID GILLESPIE","(Dr|Mr) GILLESPIE","(Dr|Mr) David GILLESPIE"
"Gilmore1908","KBF","Gilmore","Thomas","Gilmore, Tom","male","Mr",NA,NA,"Leichhardt","Australian Country Party",1994-11-15,"Mr Thomas Gilmore","Mr Gilmore","Mr THOMAS GILMORE","Mr GILMORE","Mr Thomas GILMORE"
"Glynn1855","KCO","Glynn","Patrick","Glynn, Paddy","male","Mr","the Hon.","KC","Angas","Nationalist Party",1931-10-28,"Mr Patrick Glynn","Mr Glynn","Mr PATRICK GLYNN","Mr GLYNN","Mr Patrick GLYNN"
"Goodenough1975","74046","Goodenough","Ian","Goodenough, Ian","male","Mr",NA,NA,"Moore","Liberal Party of Australia",NA,"Mr Ian Goodenough","Mr Goodenough","Mr IAN GOODENOUGH","Mr GOODENOUGH","Mr Ian GOODENOUGH"
"Goodluck1933","XD4","Goodluck","Bruce","Goodluck, Bruce","male","Mr",NA,"AM","Franklin","Liberal Party of Australia",2016-10-24,"Mr Bruce Goodluck","Mr Goodluck","Mr BRUCE GOODLUCK","Mr GOODLUCK","Mr Bruce GOODLUCK"
"Gordon1865","KCP","Gordon","David","Gordon, David","male","Mr",NA,"Kt","Boothby","Liberal Party (Commonwealth)",1946-02-12,"Mr David Gordon","Mr Gordon","Mr DAVID GORDON","Mr GORDON","Mr David GORDON"
"Gorman1926","YG4","Gorman","Russell","Gorman, Russ","male","Mr",NA,NA,"Greenway","Australian Labor Party",2017-01-03,"Mr Russell Gorman","Mr Gorman","Mr RUSSELL GORMAN","Mr GORMAN","Mr Russell GORMAN"
"Gorman1984","74519","Gorman","Patrick","Gorman, Patrick","male","Mr","the Hon.",NA,"Perth","Australian Labor Party",NA,"Mr Patrick Gorman","Mr Gorman","Mr PATRICK GORMAN","Mr GORMAN","Mr Patrick GORMAN"
"Gorton1911","KH5","Gorton","John","Gorton, John","male","Mr","the Rt. Hon.","GCMG, AC, CH","Higgins","Independent",2002-05-19,"Mr John Gorton","Mr Gorton","Mr JOHN GORTON","Mr GORTON","Mr John GORTON"
"Gosling1971","245392","Gosling","Luke","Gosling, Luke","male","Mr",NA,"OAM","Solomon","Australian Labor Party",NA,"Mr Luke Gosling","Mr Gosling","Mr LUKE GOSLING","Mr GOSLING","Mr Luke GOSLING"
"Grace1931","ZG4","Grace","Edward","Grace, Ted","male","Mr",NA,NA,"Fowler","Australian Labor Party",NA,"Mr Edward Grace","Mr Grace","Mr EDWARD GRACE","Mr GRACE","Mr Edward GRACE"
"Grace1940","ML6","Grace","Elizabeth","Grace, Elizabeth","female","Ms|Mrs",NA,"OAM","Lilley","Liberal Party of Australia",NA,"(Ms|Mrs) Elizabeth Grace","(Ms|Mrs) Grace","(Ms|Mrs) ELIZABETH GRACE","(Ms|Mrs) GRACE","(Ms|Mrs) Elizabeth GRACE"
"Graham1919","KCQ","Graham","Bruce","Graham, Bill","male","Mr",NA,"OBE","North Sydney","Liberal Party of Australia",1995-02-18,"Mr Bruce Graham","Mr Graham","Mr BRUCE GRAHAM","Mr GRAHAM","Mr Bruce GRAHAM"
"Grassby1926","8V4","Grassby","Albert","Grassby, Al","male","Mr","the Hon.","AM","Riverina","Australian Labor Party",2005-04-23,"Mr Albert Grassby","Mr Grassby","Mr ALBERT GRASSBY","Mr GRASSBY","Mr Albert GRASSBY"
"Gray1908","KF5","Gray","George","Gray, George","male","Mr",NA,NA,"Capricornia","Australian Labor Party",1967-08-02,"Mr George Gray","Mr Gray","Mr GEORGE GRAY","Mr GRAY","Mr George GRAY"
"Gray1958","8W5","Gray","Gary","Gray, Gary","male","Mr","the Hon.","AO","Brand","Australian Labor Party",NA,"Mr Gary Gray","Mr Gray","Mr GARY GRAY","Mr GRAY","Mr Gary GRAY"
"Grayden1920","KF8","Grayden","William","Grayden, William","male","Mr",NA,"AM","Swan","Liberal Party of Australia",NA,"Mr William Grayden","Mr Grayden","Mr WILLIAM GRAYDEN","Mr GRAYDEN","Mr William GRAYDEN"
"Green1869","KF9","Green","Albert","Green, Albert","male","Mr","the Hon.",NA,"Kalgoorlie","Australian Labor Party",1940-10-02,"Mr Albert Green","Mr Green","Mr ALBERT GREEN","Mr GREEN","Mr Albert GREEN"
"Green1885","KFA","Green","Roland","Green, Roland","male","Mr",NA,NA,"Richmond","Australian Country Party",1947-04-27,"Mr Roland Green","Mr Green","Mr ROLAND GREEN","Mr GREEN","Mr Roland GREEN"
"Greenup1902","KFD","Greenup","Arthur","Greenup, Arthur","male","Mr",NA,NA,"Dalley","Australian Labor Party",1980-08-03,"Mr Arthur Greenup","Mr Greenup","Mr ARTHUR GREENUP","Mr GREENUP","Mr Arthur GREENUP"
"Gregory1860","KFE","Gregory","Henry","Gregory, Henry","male","Mr","the Hon.",NA,"Swan","Australian Country Party",1940-11-15,"Mr Henry Gregory","Mr Gregory","Mr HENRY GREGORY","Mr GREGORY","Mr Henry GREGORY"
"Grierson1951","00AMP","Grierson","Sharon","Grierson, Sharon","female","Ms|Mrs",NA,NA,"Newcastle","Australian Labor Party",NA,"(Ms|Mrs) Sharon Grierson","(Ms|Mrs) Grierson","(Ms|Mrs) SHARON GRIERSON","(Ms|Mrs) GRIERSON","(Ms|Mrs) Sharon GRIERSON"
"Griffin1960","VU5","Griffin","Alan","Griffin, Alan","male","Mr","the Hon.",NA,"Bruce","Australian Labor Party",NA,"Mr Alan Griffin","Mr Griffin","Mr ALAN GRIFFIN","Mr GRIFFIN","Mr Alan GRIFFIN"
"Griffiths1903","KFG","Griffiths","Charles","Griffiths, Charles","male","Mr",NA,NA,"Shortland","Australian Labor Party",1982-05-17,"Mr Charles Griffiths","Mr Griffiths","Mr CHARLES GRIFFITHS","Mr GRIFFITHS","Mr Charles GRIFFITHS"
"Griffiths1952","0H4","Griffiths","Alan","Griffiths, Alan","male","Mr","the Hon.",NA,"Maribyrnong","Australian Labor Party",NA,"Mr Alan Griffiths","Mr Griffiths","Mr ALAN GRIFFITHS","Mr GRIFFITHS","Mr Alan GRIFFITHS"
"Griggs1969","220370","Griggs","Natasha","Griggs, Natasha","female","Ms|Mrs",NA,NA,"Solomon","Liberal Party of Australia",NA,"(Ms|Mrs) Natasha Griggs","(Ms|Mrs) Griggs","(Ms|Mrs) NATASHA GRIGGS","(Ms|Mrs) GRIGGS","(Ms|Mrs) Natasha GRIGGS"
"Groom1833","KFL","Groom","William","Groom, William","male","Mr","the Hon.",NA,"Darling Downs","Protectionist Party",1901-08-08,"Mr William Groom","Mr Groom","Mr WILLIAM GROOM","Mr GROOM","Mr William GROOM"
"Groom1852","KFI","Groom","Arthur","Groom, Arthur","male","Mr","the Hon.",NA,"Flinders","Free Trade",1922-03-22,"Mr Arthur Groom","Mr Groom","Mr ARTHUR GROOM","Mr GROOM","Mr Arthur GROOM"
"Groom1867","KFK","Groom","Littleton","Groom, Littleton","male","Mr","the Hon. Sir","KCMG, KC","Darling Downs","United Australia Party",1936-11-06,"Mr Littleton Groom","Mr Groom","Mr LITTLETON GROOM","Mr GROOM","Mr Littleton GROOM"
"Groom1944","QK5","Groom","Raymond","Groom, Ray","male","Mr","the Hon.","AO","Braddon","Liberal Party of Australia",NA,"Mr Raymond Groom","Mr Groom","Mr RAYMOND GROOM","Mr GROOM","Mr Raymond GROOM"
"Gullett1878","KFS","Gullett","Henry","Gullett, Henry","male","Mr","the Hon. Sir","KCMG","Henty","United Australia Party",1940-08-13,"Mr Henry Gullett","Mr Gullett","Mr HENRY GULLETT","Mr GULLETT","Mr Henry GULLETT"
"Gullett1914","KFQ","Gullett","Henry","Gullett, Jo","male","Mr",NA,"AM, MC","Henty","Liberal Party of Australia",1999-08-24,"Mr Henry Gullett","Mr Gullett","Mr HENRY GULLETT","Mr GULLETT","Mr Henry GULLETT"
"Gun1936","KFU","Gun","Richard","Gun, Richard","male","Mr",NA,"AO","Kingston","Australian Labor Party",NA,"Mr Richard Gun","Mr Gun","Mr RICHARD GUN","Mr GUN","Mr Richard GUN"
"Guy1890","KFW","Guy","James","Guy, Allan","male","Mr","the Hon.","CBE",NA,"Liberal Party of Australia",1979-12-16,"Mr James Guy","Mr Guy","Mr JAMES GUY","Mr GUY","Mr James GUY"
"Haase1945","84T","Haase","Barry","Haase, Barry","male","Mr",NA,NA,"Durack","Liberal Party of Australia",NA,"Mr Barry Haase","Mr Haase","Mr BARRY HAASE","Mr HAASE","Mr Barry HAASE"
"Hadley1893","KFX","Hadley","James","Hadley, Jim","male","Mr",NA,NA,"Lilley","Australian Labor Party",1971-07-16,"Mr James Hadley","Mr Hadley","Mr JAMES HADLEY","Mr HADLEY","Mr James HADLEY"
"Haines1961","282335","Haines","Helen","Haines, Helen","female","Dr|Ms|Mrs","Dr",NA,"Indi","Independent",NA,"(Dr|Ms|Mrs) Helen Haines","(Dr|Ms|Mrs) Haines","(Dr|Ms|Mrs) HELEN HAINES","(Dr|Ms|Mrs) HAINES","(Dr|Ms|Mrs) Helen HAINES"
"Halbert1910","KFZ","Halbert","Hugh","Halbert, Hugh","male","Mr",NA,NA,"Moore","Liberal Party of Australia",1997-01-31,"Mr Hugh Halbert","Mr Halbert","Mr HUGH HALBERT","Mr HALBERT","Mr Hugh HALBERT"
"Hale1969","HWD","Hale","Damian","Hale, Damian","male","Mr",NA,NA,"Solomon","Australian Labor Party",NA,"Mr Damian Hale","Mr Hale","Mr DAMIAN HALE","Mr HALE","Mr Damian HALE"
"Hall1874","L6Z","Hall","David","Hall, David","male","Mr",NA,NA,"Werriwa","Australian Labor Party",1945-09-06,"Mr David Hall","Mr Hall","Mr DAVID HALL","Mr HALL","Mr David HALL"
"Hall1928","2H4","Hall","Raymond","Hall, Steele","male","Mr","the Hon.",NA,"Boothby","Liberal Party of Australia",NA,"Mr Raymond Hall","Mr Hall","Mr RAYMOND HALL","Mr HALL","Mr Raymond HALL"
"Hall1949","83N","Hall","Jill","Hall, Jill","female","Ms|Mrs",NA,NA,"Shortland","Australian Labor Party",NA,"(Ms|Mrs) Jill Hall","(Ms|Mrs) Hall","(Ms|Mrs) JILL HALL","(Ms|Mrs) HALL","(Ms|Mrs) Jill HALL"
"Hallett1917","KGA","Hallett","John","Hallett, John","male","Mr",NA,NA,"Canning","Australian Country Party",1999-08-09,"Mr John Hallett","Mr Hallett","Mr JOHN HALLETT","Mr HALLETT","Mr John HALLETT"
"Halverson1937","3H4","Halverson","Robert","Halverson, Bob","male","Mr","the Hon.","OBE","Casey","Liberal Party of Australia",2016-12-09,"Mr Robert Halverson","Mr Halverson","Mr ROBERT HALVERSON","Mr HALVERSON","Mr Robert HALVERSON"
"Hamer1923","4H4","Hamer","David","Hamer, David","male","Mr",NA,"AM, DSC",NA,"Liberal Party of Australia",2002-01-14,"Mr David Hamer","Mr Hamer","Mr DAVID HAMER","Mr HAMER","Mr David HAMER"
"Hamilton1899","KGC","Hamilton","Leonard","Hamilton, Len","male","Mr","the Hon.",NA,"Canning","Australian Country Party",1987-05-31,"Mr Leonard Hamilton","Mr Hamilton","Mr LEONARD HAMILTON","Mr HAMILTON","Mr Leonard HAMILTON"
"Hamilton1979","291387","Hamilton","Garth","Hamilton, Garth","male","Mr",NA,NA,"Groom","Liberal Party of Australia",NA,"Mr Garth Hamilton","Mr Hamilton","Mr GARTH HAMILTON","Mr HAMILTON","Mr Garth HAMILTON"
"Hammond1968","80072","Hammond","Celia","Hammond, Celia","female","Ms|Mrs",NA,NA,"Curtin","Liberal Party of Australia",NA,"(Ms|Mrs) Celia Hammond","(Ms|Mrs) Hammond","(Ms|Mrs) CELIA HAMMOND","(Ms|Mrs) HAMMOND","(Ms|Mrs) Celia HAMMOND"
"Hammond1975","80109","Hammond","Timothy","Hammond, Tim","male","Mr",NA,NA,"Perth","Australian Labor Party",NA,"Mr Timothy Hammond","Mr Hammond","Mr TIMOTHY HAMMOND","Mr HAMMOND","Mr Timothy HAMMOND"
"Hampson1864","L77","Hampson","Alfred","Hampson, Alfred","male","Mr",NA,NA,"Bendigo","Australian Labor Party",1924-05-19,"Mr Alfred Hampson","Mr Hampson","Mr ALFRED HAMPSON","Mr HAMPSON","Mr Alfred HAMPSON"
"Hand1942","5H4","Hand","Gerard","Hand, Gerry","male","Mr","the Hon.",NA,"Melbourne","Australian Labor Party",NA,"Mr Gerard Hand","Mr Hand","Mr GERARD HAND","Mr HAND","Mr Gerard HAND"
"Handby1903","KGF","Handby","Herbert","Handby, Jim","male","Mr",NA,"OBE","Kingston","Liberal Party of Australia",1991-10-02,"Mr Herbert Handby","Mr Handby","Mr HERBERT HANDBY","Mr HANDBY","Mr Herbert HANDBY"
"Hannan1873","KGG","Hannan","Joseph","Hannan, Joseph","male","Mr",NA,NA,NA,"Australian Labor Party",1943-03-14,"Mr Joseph Hannan","Mr Hannan","Mr JOSEPH HANNAN","Mr HANNAN","Mr Joseph HANNAN"
"Hansen1922","KGH","Hansen","Brendan","Hansen, Brendan","male","Mr",NA,"OAM","Wide Bay","Australian Labor Party",1999-12-19,"Mr Brendan Hansen","Mr Hansen","Mr BRENDAN HANSEN","Mr HANSEN","Mr Brendan HANSEN"
"Hanson1954","BK6","Hanson","Pauline","Hanson, Pauline","female","Ms|Mrs",NA,NA,NA,"Pauline Hanson's One Nation",NA,"(Ms|Mrs) Pauline Hanson","(Ms|Mrs) Hanson","(Ms|Mrs) PAULINE HANSON","(Ms|Mrs) HANSON","(Ms|Mrs) Pauline HANSON"
"Hardgrave1960","CK6","Hardgrave","Gary","Hardgrave, Gary","male","Mr","the Hon.",NA,"Moreton","Liberal Party of Australia",NA,"Mr Gary Hardgrave","Mr Hardgrave","Mr GARY HARDGRAVE","Mr HARDGRAVE","Mr Gary HARDGRAVE"
"Harding1921","KGL","Harding","Ernest","Harding, Ted","male","Mr",NA,NA,"Herbert","Australian Labor Party",2004-02-03,"Mr Ernest Harding","Mr Harding","Mr ERNEST HARDING","Mr HARDING","Mr Ernest HARDING"
"Harper1842","KNI","Harper","Robert","Harper, Robert","male","Mr","the Hon.",NA,"Mernda","Liberal Party (Commonwealth)",1919-01-09,"Mr Robert Harper","Mr Harper","Mr ROBERT HARPER","Mr HARPER","Mr Robert HARPER"
"Harris1937","KNK","Harris","Graham","Harris, Graham","male","Mr",NA,NA,"Chisholm","Liberal Party of Australia",NA,"Mr Graham Harris","Mr Harris","Mr GRAHAM HARRIS","Mr HARRIS","Mr Graham HARRIS"
"Harrison1880","KNT","Harrison","Eric","Harrison, Eric Fairweather","male","Mr",NA,NA,"Bendigo","United Australia Party",1948-04-15,"Mr Eric Harrison","Mr Harrison","Mr ERIC HARRISON","Mr HARRISON","Mr Eric HARRISON"
"Harrison1892","KNX","Harrison","Eric","Harrison, Eric John","male","Mr","the Rt. Hon. Sir","KCVO, KCMG","Wentworth","Liberal Party of Australia",1974-09-26,"Mr Eric Harrison","Mr Harrison","Mr ERIC HARRISON","Mr HARRISON","Mr Eric HARRISON"
"Harrison1903","KNM","Harrison","Eli","Harrison, Jim","male","Mr",NA,NA,"Blaxland","Australian Labor Party",1976-09-09,"Mr Eli Harrison","Mr Harrison","Mr ELI HARRISON","Mr HARRISON","Mr Eli HARRISON"
"Hart1960","263070","Hart","Ross","Hart, Ross","male","Mr",NA,NA,"Bass","Australian Labor Party",NA,"Mr Ross Hart","Mr Hart","Mr ROSS HART","Mr HART","Mr Ross HART"
"Hartnoll1841","KNY","Hartnoll","William","Hartnoll, William","male","Mr","the Hon.",NA,"Tasmania","Free Trade",1932-07-11,"Mr William Hartnoll","Mr Hartnoll","Mr WILLIAM HARTNOLL","Mr HARTNOLL","Mr William HARTNOLL"
"Hartsuyker1959","00AMM","Hartsuyker","Luke","Hartsuyker, Luke","male","Mr","the Hon.",NA,"Cowper","The Nationals",NA,"Mr Luke Hartsuyker","Mr Hartsuyker","Mr LUKE HARTSUYKER","Mr HARTSUYKER","Mr Luke HARTSUYKER"
"Harvey1946","7H4","Harvey","Elizabeth","Harvey, Elizabeth","female","Ms|Mrs",NA,NA,"Hawker","Australian Labor Party",NA,"(Ms|Mrs) Elizabeth Harvey","(Ms|Mrs) Harvey","(Ms|Mrs) ELIZABETH HARVEY","(Ms|Mrs) HARVEY","(Ms|Mrs) Elizabeth HARVEY"
"Haslem1939","KOB","Haslem","John","Haslem, John","male","Mr",NA,NA,"Canberra","Liberal Party of Australia",NA,"Mr John Haslem","Mr Haslem","Mr JOHN HASLEM","Mr HASLEM","Mr John HASLEM"
