"uniqueID","phid","surname","firstName","displayName","gender","title","prefix","suffix","electorate","party","deathDate","form1","form2","form3","form4","form5"
"Katter1945","HX4","Katter","Robert","Katter, Bob","male","Mr","the Hon.",NA,"Kennedy","Katter's Australian Party",NA,"Mr Robert Katter","Mr Katter","Mr ROBERT KATTER","Mr KATTER","Mr Robert KATTER"
"Keane1881","KE4","Keane","Richard","Keane, Richard","male","Mr","the Hon.",NA,NA,"Australian Labor Party",1946-04-26,"Mr Richard Keane","Mr Keane","Mr RICHARD KEANE","Mr KEANE","Mr Richard KEANE"
"Kearney1903","KE7","Kearney","Victor","Kearney, Victor","male","Mr",NA,NA,"Cunningham","Australian Labor Party",1982-01-21,"Mr Victor Kearney","Mr Kearney","Mr VICTOR KEARNEY","Mr KEARNEY","Mr Victor KEARNEY"
"Kearney1963","LTU","Kearney","Gerardine","Kearney, Ged","female","Ms|Mrs","the Hon.",NA,"Cooper","Australian Labor Party",NA,"(Ms|Mrs) Gerardine Kearney","(Ms|Mrs) Kearney","(Ms|Mrs) GERARDINE KEARNEY","(Ms|Mrs) KEARNEY","(Ms|Mrs) Gerardine KEARNEY"
"Keating1944","NH4","Keating","Paul","Keating, Paul","male","Mr","the Hon.",NA,"Blaxland","Australian Labor Party",NA,"Mr Paul Keating","Mr Keating","Mr PAUL KEATING","Mr KEATING","Mr Paul KEATING"
"Keay1975","262273","Keay","Justine","Keay, Justine","female","Ms|Mrs",NA,NA,"Braddon","Australian Labor Party",NA,"(Ms|Mrs) Justine Keay","(Ms|Mrs) Keay","(Ms|Mrs) JUSTINE KEAY","(Ms|Mrs) KEAY","(Ms|Mrs) Justine KEAY"
"Keenan1972","E0J","Keenan","Michael","Keenan, Michael","male","Mr","the Hon.",NA,"Stirling","Liberal Party of Australia",NA,"Mr Michael Keenan","Mr Keenan","Mr MICHAEL KEENAN","Mr KEENAN","Mr Michael KEENAN"
"Kekwick1910","KE8","Kekwick","Bruce","Kekwick, Bruce","male","Mr",NA,NA,"Bass","Liberal Party of Australia",1982-02-02,"Mr Bruce Kekwick","Mr Kekwick","Mr BRUCE KEKWICK","Mr KEKWICK","Mr Bruce KEKWICK"
"Kelly1877","KEA","Kelly","William","Kelly, William","male","Mr","the Hon.",NA,"Wentworth","Nationalist Party",1960-01-27,"Mr William Kelly","Mr Kelly","Mr WILLIAM KELLY","Mr KELLY","Mr William KELLY"
"Kelly1912","009MM","Kelly","Charles","Kelly, Bert","male","Mr","the Hon.","CMG","Wakefield","Liberal Party of Australia",1997-01-17,"Mr Charles Kelly","Mr Kelly","Mr CHARLES KELLY","Mr KELLY","Mr Charles KELLY"
"Kelly1948","OH4","Kelly","Roslyn","Kelly, Ros","female","Ms|Mrs","the Hon.","AO","Canberra","Australian Labor Party",NA,"(Ms|Mrs) Roslyn Kelly","(Ms|Mrs) Kelly","(Ms|Mrs) ROSLYN KELLY","(Ms|Mrs) KELLY","(Ms|Mrs) Roslyn KELLY"
"Kelly1954","FK6","Kelly","De-Anne","Kelly, De-Anne","female","Ms|Mrs","the Hon.",NA,"Dawson","The Nationals",NA,"(Ms|Mrs) De-Anne Kelly","(Ms|Mrs) Kelly","(Ms|Mrs) DE-ANNE KELLY","(Ms|Mrs) KELLY","(Ms|Mrs) De-Anne KELLY"
"Kelly1960","HRI","Kelly","Michael","Kelly, Mike","male","Dr|Mr","the Hon. Dr","AM","Eden-Monaro","Australian Labor Party",NA,"(Dr|Mr) Michael Kelly","(Dr|Mr) Kelly","(Dr|Mr) MICHAEL KELLY","(Dr|Mr) KELLY","(Dr|Mr) Michael KELLY"
"Kelly1963","99931","Kelly","Craig","Kelly, Craig","male","Mr",NA,NA,"Hughes","United Australia Party [2018]",NA,"Mr Craig Kelly","Mr Kelly","Mr CRAIG KELLY","Mr KELLY","Mr Craig KELLY"
"Kelly1964","GK6","Kelly","Jacqueline","Kelly, Jackie","female","Ms|Mrs","the Hon.",NA,"Lindsay","Liberal Party of Australia",NA,"(Ms|Mrs) Jacqueline Kelly","(Ms|Mrs) Kelly","(Ms|Mrs) JACQUELINE KELLY","(Ms|Mrs) KELLY","(Ms|Mrs) Jacqueline KELLY"
"Kemp1941","BT4","Kemp","David","Kemp, David","male","Dr|Mr","the Hon. Dr","AC","Goldstein","Liberal Party of Australia",NA,"(Dr|Mr) David Kemp","(Dr|Mr) Kemp","(Dr|Mr) DAVID KEMP","(Dr|Mr) KEMP","(Dr|Mr) David KEMP"
"Kendell1851","KEB","Kendell","William","Kendell, William","male","Mr","the Hon.",NA,"Corio","Liberal Party (Commonwealth)",1922-10-20,"Mr William Kendell","Mr Kendell","Mr WILLIAM KENDELL","Mr KENDELL","Mr William KENDELL"
"Kennedy1860","KED","Kennedy","Thomas","Kennedy, Thomas","male","Mr","the Hon.",NA,"Moira","Protectionist Party",1929-02-16,"Mr Thomas Kennedy","Mr Kennedy","Mr THOMAS KENNEDY","Mr KENNEDY","Mr Thomas KENNEDY"
"Kennedy1940","KEC","Kennedy","Andrew","Kennedy, David","male","Mr",NA,NA,"Bendigo","Australian Labor Party",NA,"Mr Andrew Kennedy","Mr Kennedy","Mr ANDREW KENNEDY","Mr KENNEDY","Mr Andrew KENNEDY"
"Kent1927","PH4","Kent","Lewis","Kent, Lewis","male","Mr",NA,NA,"Hotham","Australian Labor Party",2014-06-22,"Mr Lewis Kent","Mr Kent","Mr LEWIS KENT","Mr KENT","Mr Lewis KENT"
"KentHughes1895","KEE","Kent Hughes","Wilfrid","Kent Hughes, Bill","male","Mr","the Hon. Sir","KBE, MVO, MC","Chisholm","Liberal Party of Australia",1970-07-31,"Mr Wilfrid Kent Hughes","Mr Kent Hughes","Mr WILFRID KENT HUGHES","Mr KENT HUGHES","Mr Wilfrid KENT HUGHES"
"Keogh1931","KEI","Keogh","Leonard","Keogh, Len","male","Mr",NA,NA,"Bowman","Australian Labor Party",2007-10-10,"Mr Leonard Keogh","Mr Keogh","Mr LEONARD KEOGH","Mr KEOGH","Mr Leonard KEOGH"
"Keogh1981","249147","Keogh","Matthew","Keogh, Matt","male","Mr","the Hon.",NA,"Burt","Australian Labor Party",NA,"Mr Matthew Keogh","Mr Keogh","Mr MATTHEW KEOGH","Mr KEOGH","Mr Matthew KEOGH"
"Keon1915","KEJ","Keon","Standish","Keon, Stan","male","Mr",NA,NA,"Yarra","Australian Labor Party (Anti-Communist)",1987-01-22,"Mr Standish Keon","Mr Keon","Mr STANDISH KEON","Mr KEON","Mr Standish KEON"
"Kerby1885","KEK","Kerby","Edwin","Kerby, Edwin","male","Mr",NA,NA,"Ballaarat","Nationalist Party",1971-07-05,"Mr Edwin Kerby","Mr Kerby","Mr EDWIN KERBY","Mr KERBY","Mr Edwin KERBY"
"Kerin1937","QH4","Kerin","John","Kerin, John","male","Mr","the Hon.","AO","Werriwa","Australian Labor Party",NA,"Mr John Kerin","Mr Kerin","Mr JOHN KERIN","Mr KERIN","Mr John KERIN"
"Kernot1948","XW4","Kernot","Cheryl","Kernot, Cheryl","female","Ms|Mrs",NA,NA,"Dickson","Australian Labor Party",NA,"(Ms|Mrs) Cheryl Kernot","(Ms|Mrs) Kernot","(Ms|Mrs) CHERYL KERNOT","(Ms|Mrs) KERNOT","(Ms|Mrs) Cheryl KERNOT"
"Kerr1952","RH4","Kerr","Duncan","Kerr, Duncan","male","Mr","the Hon.","SC","Denison","Australian Labor Party",NA,"Mr Duncan Kerr","Mr Kerr","Mr DUNCAN KERR","Mr KERR","Mr Duncan KERR"
"Khalil1973","101351","Khalil","Peter","Khalil, Peter","male","Mr",NA,NA,"Wills","Australian Labor Party",NA,"Mr Peter Khalil","Mr Khalil","Mr PETER KHALIL","Mr KHALIL","Mr Peter KHALIL"
"Killen1860","KEQ","Killen","William","Killen, William","male","Mr",NA,NA,"Riverina","Australian Country Party",1939-02-20,"Mr William Killen","Mr Killen","Mr WILLIAM KILLEN","Mr KILLEN","Mr William KILLEN"
"Killen1925","4U4","Killen","Denis","Killen, Jim","male","Mr","the Hon. Sir","AC","Moreton","Liberal Party of Australia",2007-01-12,"Mr Denis Killen","Mr Killen","Mr DENIS KILLEN","Mr KILLEN","Mr Denis KILLEN"
"King1920","KET","King","Robert","King, Robert","male","Mr","the Hon.","OBE","Wimmera","National Country Party",1991-06-30,"Mr Robert King","Mr King","Mr ROBERT KING","Mr KING","Mr Robert KING"
"King1952","00AMQ","King","Peter","King, Peter","male","Mr",NA,NA,"Wentworth","Independent",NA,"Mr Peter King","Mr King","Mr PETER KING","Mr KING","Mr Peter KING"
"King1966","00AMR","King","Catherine","King, Catherine","female","Ms|Mrs","the Hon.",NA,"Ballarat","Australian Labor Party",NA,"(Ms|Mrs) Catherine King","(Ms|Mrs) King","(Ms|Mrs) CATHERINE KING","(Ms|Mrs) KING","(Ms|Mrs) Catherine KING"
"King1973","102376","King","Madeleine","King, Madeleine","female","Ms|Mrs","the Hon.",NA,"Brand","Australian Labor Party",NA,"(Ms|Mrs) Madeleine King","(Ms|Mrs) King","(Ms|Mrs) MADELEINE KING","(Ms|Mrs) KING","(Ms|Mrs) Madeleine KING"
"Kingston1850","KEW","Kingston","Charles","Kingston, Charles","male","Mr","the Rt. Hon.","KC","Adelaide","Protectionist Party",1908-05-11,"Mr Charles Kingston","Mr Kingston","Mr CHARLES KINGSTON","Mr KINGSTON","Mr Charles KINGSTON"
"Kirwan1869","KYR","Kirwan","John","Kirwan, John","male","Mr","the Hon.","Kt","Kalgoorlie","Free Trade",1949-09-09,"Mr John Kirwan","Mr Kirwan","Mr JOHN KIRWAN","Mr KIRWAN","Mr John KIRWAN"
"Kirwan1937","KGN","Kirwan","Frank","Kirwan, Frank","male","Mr",NA,NA,"Forrest","Australian Labor Party",1976-10-28,"Mr Frank Kirwan","Mr Kirwan","Mr FRANK KIRWAN","Mr KIRWAN","Mr Frank KIRWAN"
"Klugman1924","SH4","Klugman","Richard","Klugman, Dick","male","Dr|Mr","Dr",NA,"Prospect","Australian Labor Party",2011-02-21,"(Dr|Mr) Richard Klugman","(Dr|Mr) Klugman","(Dr|Mr) RICHARD KLUGMAN","(Dr|Mr) KLUGMAN","(Dr|Mr) Richard KLUGMAN"
"Knott1956","GV5","Knott","Peter","Knott, Peter","male","Mr",NA,NA,"Gilmore","Australian Labor Party",2015-10-29,"Mr Peter Knott","Mr Knott","Mr PETER KNOTT","Mr KNOTT","Mr Peter KNOTT"
"Knox1850","KYT","Knox","William","Knox, William","male","Mr","the Hon.",NA,"Kooyong","Liberal Party (Commonwealth)",1913-08-25,"Mr William Knox","Mr Knox","Mr WILLIAM KNOX","Mr KNOX","Mr William KNOX"
"Lacey1887","KZ6","Lacey","Andrew","Lacey, Andrew","male","Mr",NA,NA,"Grey","Australian Labor Party",1946-08-24,"Mr Andrew Lacey","Mr Lacey","Mr ANDREW LACEY","Mr LACEY","Mr Andrew LACEY"
"Lamb1939","JG4","Lamb","Antony","Lamb, Tony","male","Mr",NA,"OAM","Streeton","Australian Labor Party",NA,"Mr Antony Lamb","Mr Lamb","Mr ANTONY LAMB","Mr LAMB","Mr Antony LAMB"
"Lamb1972","265975","Lamb","Susan","Lamb, Susan","female","Ms|Mrs",NA,NA,"Longman","Australian Labor Party",NA,"(Ms|Mrs) Susan Lamb","(Ms|Mrs) Lamb","(Ms|Mrs) SUSAN LAMB","(Ms|Mrs) LAMB","(Ms|Mrs) Susan LAMB"
"Lambert1881","KZ8","Lambert","William","Lambert, William","male","Mr",NA,NA,"West Sydney","Australian Labor Party",1928-09-06,"Mr William Lambert","Mr Lambert","Mr WILLIAM LAMBERT","Mr LAMBERT","Mr William LAMBERT"
"Laming1966","E0H","Laming","Andrew","Laming, Andrew","male","Mr",NA,NA,"Bowman","Liberal Party of Australia",NA,"Mr Andrew Laming","Mr Laming","Mr ANDREW LAMING","Mr LAMING","Mr Andrew LAMING"
"Lamond1865","KZC","Lamond","Hector","Lamond, Hector","male","Mr","the Hon.",NA,"Illawarra","Nationalist Party",1947-04-22,"Mr Hector Lamond","Mr Lamond","Mr HECTOR LAMOND","Mr LAMOND","Mr Hector LAMOND"
"Landry1962","249764","Landry","Michelle","Landry, Michelle","female","Ms|Mrs","the Hon.",NA,"Capricornia","The Nationals",NA,"(Ms|Mrs) Michelle Landry","(Ms|Mrs) Landry","(Ms|Mrs) MICHELLE LANDRY","(Ms|Mrs) LANDRY","(Ms|Mrs) Michelle LANDRY"
"Lane1873","KZF","Lane","Albert","Lane, Albert","male","Mr",NA,NA,"Barton","United Australia Party",1950-12-29,"Mr Albert Lane","Mr Lane","Mr ALBERT LANE","Mr LANE","Mr Albert LANE"
"Lang1876","KZJ","Lang","John","Lang, Jack","male","Mr","the Hon.",NA,"Reid","Lang Labor Party",1975-09-27,"Mr John Lang","Mr Lang","Mr JOHN LANG","Mr LANG","Mr John LANG"
"Langmore1939","KG4","Langmore","John","Langmore, John","male","Mr",NA,"AM","Fraser","Australian Labor Party",NA,"Mr John Langmore","Mr Langmore","Mr JOHN LANGMORE","Mr LANGMORE","Mr John LANGMORE"
"Langtry1880","KZN","Langtry","Joseph","Langtry, Joseph","male","Mr",NA,NA,"Riverina","Australian Labor Party",1951-04-30,"Mr Joseph Langtry","Mr Langtry","Mr JOSEPH LANGTRY","Mr LANGTRY","Mr Joseph LANGTRY"
"Latham1877","KZO","Latham","John","Latham, John","male","Mr","the Rt. Hon. Sir","GCMG, KC","Kooyong","United Australia Party",1964-07-25,"Mr John Latham","Mr Latham","Mr JOHN LATHAM","Mr LATHAM","Mr John LATHAM"
"Latham1961","K26","Latham","Mark","Latham, Mark","male","Mr",NA,NA,"Werriwa","Australian Labor Party",NA,"Mr Mark Latham","Mr Latham","Mr MARK LATHAM","Mr LATHAM","Mr Mark LATHAM"
"Laundy1971","247130","Laundy","Craig","Laundy, Craig","male","Mr","the Hon.",NA,"Reid","Liberal Party of Australia",NA,"Mr Craig Laundy","Mr Laundy","Mr CRAIG LAUNDY","Mr LAUNDY","Mr Craig LAUNDY"
"Lavarch1961","LG4","Lavarch","Michael","Lavarch, Michael","male","Mr","the Hon.","AO","Dickson","Australian Labor Party",NA,"Mr Michael Lavarch","Mr Lavarch","Mr MICHAEL LAVARCH","Mr LAVARCH","Mr Michael LAVARCH"
"Lavelle1887","KZU","Lavelle","Thomas","Lavelle, Thomas","male","Mr",NA,NA,"Calare","Australian Labor Party",1944-05-24,"Mr Thomas Lavelle","Mr Lavelle","Mr THOMAS LAVELLE","Mr LAVELLE","Mr Thomas LAVELLE"
"Lawler1961","834","Lawler","Anthony","Lawler, Tony","male","Mr",NA,NA,"Parkes","National Party of Australia",NA,"Mr Anthony Lawler","Mr Lawler","Mr ANTHONY LAWLER","Mr LAWLER","Mr Anthony LAWLER"
"Lawrence1906","KZW","Lawrence","William","Lawrence, William","male","Mr",NA,NA,"Wimmera","Liberal Party of Australia",2004-01-13,"Mr William Lawrence","Mr Lawrence","Mr WILLIAM LAWRENCE","Mr LAWRENCE","Mr William LAWRENCE"
"Lawrence1948","XS4","Lawrence","Carmen","Lawrence, Carmen","female","Dr|Ms|Mrs","the Hon. Dr","AO","Fremantle","Australian Labor Party",NA,"(Dr|Ms|Mrs) Carmen Lawrence","(Dr|Ms|Mrs) Lawrence","(Dr|Ms|Mrs) CARMEN LAWRENCE","(Dr|Ms|Mrs) LAWRENCE","(Dr|Ms|Mrs) Carmen LAWRENCE"
"Lawson1880","KZX","Lawson","George","Lawson, George","male","Mr","the Hon.",NA,"Brisbane","Australian Labor Party",1966-11-25,"Mr George Lawson","Mr Lawson","Mr GEORGE LAWSON","Mr LAWSON","Mr George LAWSON"
"Lawson1897","KZZ","Lawson","John","Lawson, John","male","Mr","the Hon.",NA,"Macquarie","United Australia Party",1956-08-14,"Mr John Lawson","Mr Lawson","Mr JOHN LAWSON","Mr LAWSON","Mr John LAWSON"
"Lazzarini1894","L07","Lazzarini","Hubert","Lazzarini, Hubert","male","Mr","the Hon.",NA,"Werriwa","Australian Labor Party",1952-10-01,"Mr Hubert Lazzarini","Mr Lazzarini","Mr HUBERT LAZZARINI","Mr LAZZARINI","Mr Hubert LAZZARINI"
"Leckie1872","KR9","Leckie","John","Leckie, John","male","Mr","the Hon.",NA,NA,"Liberal Party of Australia",1947-09-25,"Mr John Leckie","Mr Leckie","Mr JOHN LECKIE","Mr LECKIE","Mr John LECKIE"
"Lee1856","L0R","Lee","Henry","Lee, Henry","male","Mr",NA,NA,"Cowper","Free Trade",1927-08-12,"Mr Henry Lee","Mr Lee","Mr HENRY LEE","Mr LEE","Mr Henry LEE"
"Lee1920","L0U","Lee","Mervyn","Lee, Mervyn","male","Mr",NA,NA,"Lalor","Liberal Party of Australia",2009-12-13,"Mr Mervyn Lee","Mr Lee","Mr MERVYN LEE","Mr LEE","Mr Mervyn LEE"
"Lee1957","MG4","Lee","Michael","Lee, Michael","male","Mr","the Hon.","OAM","Dobell","Australian Labor Party",NA,"Mr Michael Lee","Mr Lee","Mr MICHAEL LEE","Mr LEE","Mr Michael LEE"
"Leeser1976","109556","Leeser","Julian","Leeser, Julian","male","Mr",NA,NA,"Berowra","Liberal Party of Australia",NA,"Mr Julian Leeser","Mr Leeser","Mr JULIAN LEESER","Mr LEESER","Mr Julian LEESER"
"Leigh1972","BU8","Leigh","Andrew","Leigh, Andrew","male","Dr|Mr","the Hon. Dr",NA,"Fenner","Australian Labor Party",NA,"(Dr|Mr) Andrew Leigh","(Dr|Mr) Leigh","(Dr|Mr) ANDREW LEIGH","(Dr|Mr) LEIGH","(Dr|Mr) Andrew LEIGH"
"Lemmon1908","L0X","Lemmon","Nelson","Lemmon, Nelson","male","Mr","the Hon.",NA,"St George","Australian Labor Party",1989-03-20,"Mr Nelson Lemmon","Mr Lemmon","Mr NELSON LEMMON","Mr LEMMON","Mr Nelson LEMMON"
"Leslie1900","L19","Leslie","Hugh","Leslie, Hugh","male","Mr",NA,"OBE","Moore","Australian Country Party",1974-09-02,"Mr Hugh Leslie","Mr Leslie","Mr HUGH LESLIE","Mr LESLIE","Mr Hugh LESLIE"
"Lewis1882","L1C","Lewis","Arthur","Lewis, Arthur","male","Mr",NA,NA,"Corio","Australian Labor Party",1975-04-11,"Mr Arthur Lewis","Mr Lewis","Mr ARTHUR LEWIS","Mr LEWIS","Mr Arthur LEWIS"
"Ley1879","L1G","Ley","Thomas","Ley, Thomas","male","Mr","the Hon.",NA,"Barton","Nationalist Party",1947-07-25,"Mr Thomas Ley","Mr Ley","Mr THOMAS LEY","Mr LEY","Mr Thomas LEY"
"Ley1961","00AMN","Ley","Sussan","Ley, Sussan","female","Ms|Mrs","the Hon.",NA,"Farrer","Liberal Party of Australia",NA,"(Ms|Mrs) Sussan Ley","(Ms|Mrs) Ley","(Ms|Mrs) SUSSAN LEY","(Ms|Mrs) LEY","(Ms|Mrs) Sussan LEY"
"Liddell1862","L1H","Liddell","Frank","Liddell, Frank","male","Mr",NA,NA,"Hunter","Liberal Party (Commonwealth)",1939-10-20,"Mr Frank Liddell","Mr Liddell","Mr FRANK LIDDELL","Mr LIDDELL","Mr Frank LIDDELL"
"Lieberman1938","XU5","Lieberman","Louis","Lieberman, Lou","male","Mr","the Hon.","AM","Indi","Liberal Party of Australia",NA,"Mr Louis Lieberman","Mr Lieberman","Mr LOUIS LIEBERMAN","Mr LIEBERMAN","Mr Louis LIEBERMAN"
"Lindsay1905","L1I","Lindsay","Robert","Lindsay, Robert","male","Mr",NA,"OBE","Flinders","Liberal Party of Australia",2000-09-06,"Mr Robert Lindsay","Mr Lindsay","Mr ROBERT LINDSAY","Mr LINDSAY","Mr Robert LINDSAY"
"Lindsay1942","OG4","Lindsay","Eamon","Lindsay, Ted","male","Mr","the Hon.","RFD","Herbert","Australian Labor Party",NA,"Mr Eamon Lindsay","Mr Lindsay","Mr EAMON LINDSAY","Mr LINDSAY","Mr Eamon LINDSAY"
"Lindsay1944","HK6","Lindsay","Peter","Lindsay, Peter","male","Mr","the Hon.","OAM","Herbert","Liberal Party of Australia",NA,"Mr Peter Lindsay","Mr Lindsay","Mr PETER LINDSAY","Mr LINDSAY","Mr Peter LINDSAY"
"Lister1875","L1J","Lister","John","Lister, John","male","Mr",NA,NA,"Corio","Nationalist Party",1935-10-04,"Mr John Lister","Mr Lister","Mr JOHN LISTER","Mr LISTER","Mr John LISTER"
"Littleproud1976","265585","Littleproud","David","Littleproud, David","male","Mr","the Hon.",NA,"Maranoa","The Nationals",NA,"Mr David Littleproud","Mr Littleproud","Mr DAVID LITTLEPROUD","Mr LITTLEPROUD","Mr David LITTLEPROUD"
"Liu1964","282918","Liu","Gladys","Liu, Gladys","female","Ms|Mrs",NA,NA,"Chisholm","Liberal Party of Australia",NA,"(Ms|Mrs) Gladys Liu","(Ms|Mrs) Liu","(Ms|Mrs) GLADYS LIU","(Ms|Mrs) LIU","(Ms|Mrs) Gladys LIU"
"Livermore1969","83A","Livermore","Kirsten","Livermore, Kirsten","female","Ms|Mrs",NA,NA,"Capricornia","Australian Labor Party",NA,"(Ms|Mrs) Kirsten Livermore","(Ms|Mrs) Livermore","(Ms|Mrs) KIRSTEN LIVERMORE","(Ms|Mrs) LIVERMORE","(Ms|Mrs) Kirsten LIVERMORE"
"Livingston1856","KI9","Livingston","John","Livingston, John","male","Mr",NA,NA,"Barker","Nationalist Party",1935-09-04,"Mr John Livingston","Mr Livingston","Mr JOHN LIVINGSTON","Mr LIVINGSTON","Mr John LIVINGSTON"
"Lloyd1937","2E4","Lloyd","Bruce","Lloyd, Bruce","male","Mr","the Hon.","AM","Murray","National Party of Australia",NA,"Mr Bruce Lloyd","Mr Lloyd","Mr BRUCE LLOYD","Mr LLOYD","Mr Bruce LLOYD"
"Lloyd1954","IK6","Lloyd","James","Lloyd, Jim","male","Mr","the Hon.",NA,"Robertson","Liberal Party of Australia",NA,"Mr James Lloyd","Mr Lloyd","Mr JAMES LLOYD","Mr LLOYD","Mr James LLOYD"
"Long1885","KIB","Long","William","Long, William","male","Mr",NA,NA,"Lang","Australian Labor Party",1957-03-03,"Mr William Long","Mr Long","Mr WILLIAM LONG","Mr LONG","Mr William LONG"
"Lonsdale1843","KIC","Lonsdale","Edmund","Lonsdale, Edmund","male","Mr",NA,NA,"New England","Free Trade",1913-10-04,"Mr Edmund Lonsdale","Mr Lonsdale","Mr EDMUND LONSDALE","Mr LONSDALE","Mr Edmund LONSDALE"
"Luchetti1904","KID","Luchetti","Anthony","Luchetti, Tony","male","Mr",NA,"AM","Macquarie","Australian Labor Party",1984-07-11,"Mr Anthony Luchetti","Mr Luchetti","Mr ANTHONY LUCHETTI","Mr LUCHETTI","Mr Anthony LUCHETTI"
"Luck1900","KIE","Luck","Aubrey","Luck, Aubrey","male","Mr",NA,NA,"Braddon","Liberal Party of Australia",1999-06-09,"Mr Aubrey Luck","Mr Luck","Mr AUBREY LUCK","Mr LUCK","Mr Aubrey LUCK"
"Lucock1916","KIH","Lucock","Philip","Lucock, Philip","male","Mr",NA,"CBE","Lyne","National Country Party",1996-08-08,"Mr Philip Lucock","Mr Lucock","Mr PHILIP LUCOCK","Mr LUCOCK","Mr Philip LUCOCK"
"Lusher1945","KIK","Lusher","Stephen","Lusher, Stephen","male","Mr",NA,NA,"Hume","National Party of Australia",NA,"Mr Stephen Lusher","Mr Lusher","Mr STEPHEN LUSHER","Mr LUSHER","Mr Stephen LUSHER"
"Lynch1862","KIL","Lynch","John","Lynch, John","male","Mr",NA,NA,"Werriwa","Nationalist Party",1941-06-15,"Mr John Lynch","Mr Lynch","Mr JOHN LYNCH","Mr LYNCH","Mr John LYNCH"
"Lynch1933","KIM","Lynch","Phillip","Lynch, Phillip","male","Mr","the Rt. Hon. Sir","KCMG","Flinders","Liberal Party of Australia",1984-06-19,"Mr Phillip Lynch","Mr Lynch","Mr PHILLIP LYNCH","Mr LYNCH","Mr Phillip LYNCH"
"Lyne1844","KIN","Lyne","William","Lyne, William","male","Sir","the Hon. Sir","KCMG","Hume","Independent",1913-08-03,"Sir William Lyne","Sir Lyne","Sir WILLIAM LYNE","Sir LYNE","Sir William LYNE"
"Lyons1879","F4O","Lyons","Joseph","Lyons, Joseph","male","Mr","the Rt. Hon.","CH","Wilmot","United Australia Party",1939-04-07,"Mr Joseph Lyons","Mr Lyons","Mr JOSEPH LYONS","Mr LYONS","Mr Joseph LYONS"
"Lyons1897","J7U","Lyons","Enid","Lyons, Enid","female","Dame","the Hon.","AD, GBE","Darwin","Liberal Party of Australia",1981-09-02,"Dame Enid Lyons","Dame Lyons","Dame ENID LYONS","Dame LYONS","Dame Enid LYONS"
"Lyons1953","M38","Lyons","Geoffrey","Lyons, Geoff","male","Mr",NA,"OAM","Bass","Australian Labor Party",NA,"Mr Geoffrey Lyons","Mr Lyons","Mr GEOFFREY LYONS","Mr LYONS","Mr Geoffrey LYONS"
"MacdonaldPaterson1844","KIQ","Macdonald-Paterson","Thomas","Macdonald-Paterson, Thomas","male","Mr","the Hon.",NA,"Brisbane","Protectionist Party",1906-03-21,"Mr Thomas Macdonald-Paterson","Mr Macdonald-Paterson","Mr THOMAS MACDONALD-PATERSON","Mr MACDONALD-PATERSON","Mr Thomas MACDONALD-PATERSON"
"Macfarlane1955","WN6","Macfarlane","Ian","Macfarlane, Ian","male","Mr","the Hon.",NA,"Groom","Liberal Party of Australia",NA,"Mr Ian Macfarlane","Mr Macfarlane","Mr IAN MACFARLANE","Mr MACFARLANE","Mr Ian MACFARLANE"
"Mack1933","AT4","Mack","Edward","Mack, Ted","male","Mr",NA,NA,"North Sydney","Independent",2018-11-06,"Mr Edward Mack","Mr Mack","Mr EDWARD MACK","Mr MACK","Mr Edward MACK"
"Mackay1872","KIT","Mackay","George","Mackay, George","male","Mr",NA,NA,"Lilley","United Australia Party",1961-11-05,"Mr George Mackay","Mr Mackay","Mr GEORGE MACKAY","Mr MACKAY","Mr George MACKAY"
"Mackay1919","KIW","Mackay","Malcolm","Mackay, Malcolm","male","Mr","the Hon.","AM","Evans","Liberal Party of Australia",1999-07-08,"Mr Malcolm Mackay","Mr Mackay","Mr MALCOLM MACKAY","Mr MACKAY","Mr Malcolm MACKAY"
"MacKellar1938","0I4","MacKellar","Michael","MacKellar, Michael","male","Mr","the Hon.","AM","Warringah","Liberal Party of Australia",2015-05-09,"Mr Michael MacKellar","Mr MacKellar","Mr MICHAEL MacKELLAR","Mr MacKELLAR","Mr Michael MacKELLAR"
"MacKenzie1941","KKT","MacKenzie","Alexander","MacKenzie, Sandy","male","Mr",NA,NA,"Calare","National Party of Australia",NA,"Mr Alexander MacKenzie","Mr MacKenzie","Mr ALEXANDER MacKENZIE","Mr MacKENZIE","Mr Alexander MacKENZIE"
"Mackinnon1903","KKU","Mackinnon","Ewen","Mackinnon, Dan","male","Mr",NA,"CBE","Corangamite","Liberal Party of Australia",1983-06-07,"Mr Ewen Mackinnon","Mr Mackinnon","Mr EWEN MACKINNON","Mr MACKINNON","Mr Ewen MACKINNON"
"Macklin1953","PG6","Macklin","Jennifer","Macklin, Jenny","female","Ms|Mrs","the Hon.",NA,"Jagajaga","Australian Labor Party",NA,"(Ms|Mrs) Jennifer Macklin","(Ms|Mrs) Macklin","(Ms|Mrs) JENNIFER MACKLIN","(Ms|Mrs) MACKLIN","(Ms|Mrs) Jennifer MACKLIN"
"Macphee1938","6I4","Macphee","Ian","Macphee, Ian","male","Mr","the Hon.","AO","Goldstein","Liberal Party of Australia",NA,"Mr Ian Macphee","Mr Macphee","Mr IAN MACPHEE","Mr MACPHEE","Mr Ian MACPHEE"
